title,authors,publishedDate,categories,description,averageRating,textSnippet
Velocity,['Dean Ray Koontz'],2005,['Choice (Psychology)'],"One evening, Billy finds a note on his windshield from a psychopathic killer that the fate of innocent strangers rests on him. As the hours tick away, billy must outsmart this unknown adversary to keep his friends, loved ones, and himself alive.",N/A,N/A
Skinny Dip,['Carl Hiaasen'],2005,['Fiction'],Chaz Perrone might be the only marine scientist in the world who doesn't know which way the Gulf Stream runs.,N/A,N/A
Tycoon,['Harold Robbins'],1997-03,[],N/A,N/A,N/A
Once Craved (a Riley Paige Mystery--Book #3),['Blake Pierce'],2016-05-24,['Fiction'],"ONCE CRAVED is book #3 in the bestselling Riley Paige mystery series, which begins with ONCE GONE (Book #1)! When prostitutes turn up dead in Phoenix, not much attention is paid. But when a pattern of disturbing murders is discovered, the local police soon realize a serial killer is on a rampage and they are in way over their heads. Given the unique nature of the crimes, the FBI, called in, knows they will need their most brilliant mind to crack the case: Special Agent Riley Paige. Riley, recovering from her last case and trying to pick up the pieces of her life, is at first reluctant. But when she learns of the grievous nature of the crimes and realizes the killer will soon strike again, she is compelled. She begins her hunt for the elusive killer and her obsessive nature takes her too far-perhaps too far, this time, to pull herself back from the brink. Riley's search leads her into the unsettling world of prostitutes, of broken homes, and shattered dreams. She learns that, even amongst these women, there are glimpses of hope, hope being robbed by a violent psychopath. When a teenage girl is abducted, Riley, in a frantic race against time, struggles to probe the depths of the killer's mind. But what she discovers leads her to a twist that is too shocking for even her to imagine. A dark psychological thriller with heart-pounding suspense, ONCE CRAVED is book #3 in a riveting new series-with a beloved new character-that will leave you turning pages late into the night. Book #4 in the Riley Paige series will be available soon.",N/A,N/A
The Assassin,"['Clive Cussler', 'Justin Scott']",2015,['Fiction'],"The new thriller in the #1 New York Times-bestselling Isaac Bell series from grand master of adventure Clive Cussler. As Van Dorn private detective Isaac Bell strives to land a government contract to investigate John D. Rockefeller's Standard Oil monopoly, the case takes a deadly turn. A sniper begins murdering opponents of Standard Oil, and soon the assassin--shooting with extraordinary accuracy at seemingly impossible long range--kills Bell's best witness, a brave and likable man. Then the shooter detonates a terrible explosion that sets the victim's independent refinery ablaze. Bell summons his best detectives to scour the site of the crime for evidence. Who is the assassin and for whom did he kill? But the murders--shootings, poisonings, staged accidents--have just begun as Bell tracks his phantom-like criminal adversary from the ""oil fever"" regions of Kansas and Texas to Washington, D.C., to the tycoons' enclave of New York, to Russia's war-torn Baku oil fields on the Caspian Sea, and back to America for a final, desperate confrontation. And this one will be the most explosive of all.",N/A,N/A
Thirteen Steps Down,['Ruth Rendell'],2004,['Fiction'],"Elderly Gwendolyn Chawcer and her colorful group of friends become increasingly suspicious of her tenant, Michael ""Mix"" Cellini, an eccentric who idolizes serial killer Reggie Christie, as his odd behavior and obsessions take an ever darker turn.",N/A,N/A
Split Images,['Elmore Leonard'],1984,['Fiction'],N/A,N/A,N/A
Mortal Fear,['Robin Cook'],1989,['Fiction'],Internist Jason Howard believes that eminent geneticist Dr. Alvin Hayes was murdered and that the key to his death lies hidden in the Boston Health Care Clinic's molecular genetics lab,N/A,N/A
The North Water,['Ian McGuire'],2021-09-02,[],"A 19th-century whaling ship sets sail for the Arctic with a killer aboard in this dark, sharp and highly original novel, longlisted for the Man Booker Prize 2016",N/A,N/A
Tom Clancy Point of Contact,['Mike Maden'],2017-06-13,['Fiction'],"Jack Ryan Jr. finds himself on the front lines of cyber war and in the eye of a killer storm in this thriller in Tom Clancy's #1 New York Times bestselling series. A former U.S. senator and defense contractor needs someone to look over the books of Dalfan Technologies, a Singapore company--quickly. He turns to Jack Ryan, Jr., and Paul Brown, two employees of one of the best financial analysis firms in the country, which also happens to be the cover for The Campus, a top secret American intelligence agency. Brown has no idea that Jack works for The Campus. Jack has no idea that the awkward accountant has been tasked with uploading a cyberwarfare program into the highly secure Dalfan Technologies mainframe on behalf of the CIA. On the verge of mission success, Brown discovers a game within the game, and the people who now want to kill him are as deadly as the cyclone bearing down on the island nation. Together Ryan and Brown race to escape both the dangerous storm and a team of trained assassins in order to prevent a global catastrophe, even at the cost of their own lives.",N/A,N/A
Mistress of Mellyn,['Victoria Holt'],1981,['Family secrets'],"As Martha Leigh approached the sprawling mansion of her new employer, Connan TreMellyn, an odd chill of apprehension overcame her. Soon whispers of past tragedy and present danger began to insinuate themselves into Martha's life. Powerless against her growing desire for Connan, she is drawn deeper into family secrets. But though evil lurks in the shadows, so does love -- and the freedom to find a golden promise of forever . . .",1,N/A
Winner Takes All,['Heather Jones'],2002,['Fiction'],N/A,N/A,N/A
Ghost Flight,['Bear Grylls'],2016-03-10,[],"THE BOURNE IDENTITY meets Indiana Jones - a debut thriller to take your breath away. A mother and child savagely abducted from a snow-swept mountainside. A loyal soldier tortured and executed on a remote Scottish moor. A lost warplane discovered in the heart of the Amazon jungle, harbouring a secret of earth-shattering evil. A desperate race to defeat a terrifying conspiracy emanating from the darkest days of Nazi Germany. One thread unites them all. Only one man can unravel it. Will Jaeger. The Hunter. GHOST FLIGHT, the explosive debut from TV presenter and survival expert Bear Grylls, was inspired by the experiences of Bear's grandfather, Brigadier Ted Grylls, and his role in a secret task force during World War II.",N/A,N/A
The Gods of Guilt,"['Michael Connelly', 'Peter* Giles']",2014-05-31,['Detective and mystery stories'],"Mickey Haller gets the text, 'Call me ASAP - 187', and the California penal code for murder immediately gets his attention. Murder cases have the highest stakes and the biggest paydays, and they always mean Haller has to be at the top of his game. When Mickey learns that the victim was his own former client, a prostitute he thought he had rescued and put on the straight and narrow path, he knows he is on the hook for this one. He soon finds out that she was back in LA and back in the life. Far from saving her, Mickey may have been the one who put her in danger. Haunted by the ghosts of his past, Mickey must work tirelessly and bring all his skill to bear on a case that could mean his ultimate redemption or proof of his ultimate guilt.",N/A,N/A
Thread of Revenge,['Elizabeth Goddard'],2018-02-06,['Christian fiction'],"COAST GUARD PROTECTOR Marine biologist Sadie Strand is back in her coastal hometown to prove her best friend was murdered--but searching for evidence almost costs Sadie her life. Abducted, drugged and left for dead on a sinking boat, she's barely rescued in time by Coast Guard Investigative Service special agent Gage Sessions, an old friend. Assigned to protect Sadie and connect three complicated cases, Gage risks his life time and again to make sure the woman he once loved survives. But although the handsome, guarded agent vows to protect her, someone will keep killing to ensure the truth never rises to the surface.",N/A,N/A
The Gods of Gotham,['Lyndsay Faye'],2012,['Historical fiction'],"Joining the newly formed NYPD in 1845, Timothy reluctantly assumes his duties near the notorious Five Points slum, where in the middle of the night he hears a little girl's claim that dozens of bodies have been buried in a local forest",N/A,N/A
The Tin Princess,['Philip PULLMAN'],1998,['Suspense'],N/A,N/A,N/A
An Instance of the Fingerpost,['Iain Pears'],1999,['Murder'],"In the 1660s, England's Charles II has been restored to the throne following years of civil war. Oxford is the intellectual seat of the country as well as a place of great political ferment. When a fellow of New College is found dead in suspicious circumstances, a young woman is accused of his murder. In An Instance of the Fingerpost we hear the account of the death from four witnesses, each telling his own very different version of what occurred. Only one reveals the extraordinary truth.",N/A,N/A
Lilah and Suzanna,['Nora Roberts'],1998,['Fiction'],"Calhoun Women; Lilah & Suzanna by Nora Roberts released on Jan 25, 1998 is available now for purchase.",5,N/A
Total Control,['David Baldacci'],2003,['Fiction'],"Sidney Archer has the world. A husband she loves. A job at which she excels, and a cherished young daughter. Then, as a plane plummets into the Virginia countryside, everything changes. And suddenly there is no one whom Sidney Archer can trust. Jason Archer is a rising young executive at Triton Global, the world's leading technology conglomerate. Determined to give his family the best of everything, Archer has secretly entered into a deadly game of cat and mouse. He is about to disappear - leaving behind a wife who must sort out his lies from his truths, an aircrash investigation team that wants to know why the plane he was ticketed on suddenly fell from the sky, and a veteran FBI agent who wants to know it all. From Seattle to Washington, D.C., from New Orleans to Maine, the hunt for Jason Archer follows a trail as complex as the world he lived and worked in - a world of enormously powerful computers, a multimillion-dollar takeover deal, titanic financial standoffs, artificial intelligence, and the Internet. With brilliant minds colliding, ruthless men waging battles of intimidation, rainmakers going toe-to-toe with killers, and security specialists making a fortune trying to plug the holes, the startling truth behind Jason Archer's disappearance explodes into a sinister plot with the murder of the country's single most powerful individual. And soon Archer's wife, Sidney, aided by the relentless and sharp-eyed FBI agent Lee Sawyer, will plunge straight into the violence that is leaving behind a trail of dead bodies and shocking, exposed secrets.",3.5,N/A
Double Or Die,['Charlie Higson'],2012,['Boarding schools'],Young James Bond must take a series of dangerous gambles to decipher a code that will save a kidnapped professor.,4,N/A
Are You Afraid of the Dark?,['Sidney Sheldon'],2004,['Fiction'],"The new novel that Sidney Sheldon's millions of fans all over the world have been waiting for. And, like his seventeen previous books, it is destined for a top place on bestseller lists everywhere.In New York, Denver, Paris and Berlin, four people have died separately in apparent accidents.Two women -- the widows of two of the dead -- find themselves under ruthless attack and are drawn together in fear, confusion and for mutual protection. But are they being targeted because one of them is the prosecution witness at a famous criminal trial? Or is there a connection to the mystery behind their husband's deaths? Meanwhile, Tanner Kingsley, Chief Executive of an international Think Tank created only seven years ago, is on the cusp of an amazing discovery which could alter the future of the world. If properly handled, the outcome of this could deliver unbelievable power into the company's hands. But are the mysterious deaths connected to this volatile secret? And can it be further protected? Thrown together, the women could not be more different: Diane Stevens is a well-connected, affluent artist from the Upper East Side. Kelly Harris is an African-American model who, having grown up i",N/A,N/A
The Marching Season,['Daniel Silva'],1996,['Assassins'],Former CIA agent Michael Osbourne is called back to duty to neutralize a plot to assassinate the American ambassador to Britain. The plot is part of a scheme by Protestant terrorists to scuttle the Northern Ireland peace agreement. By the author of The Mark of the Assassin.,N/A,N/A
Kill Shot,['Vince Flynn'],2012,['Fiction'],"Working his way through a list of hit targets who were responsible for the slaughter of hundreds of civilians, assassin Mitch Rapp shoots a drunken Libyan diplomat in Paris only to discover that he has been set up and that his handlers would have him permanently silenced. (suspense).",N/A,N/A
A Five Year Sentence,['Bernice Rubens'],1993,['Large type books'],N/A,N/A,N/A
China Lake,['Anthony Hyde'],1993,['Fiction'],Psykologisk spændingsroman om nogle overlevende fra den kolde krig. En gammel spionaffære bringes frem i lyset påny på grund af et mystisk dødsfald.,N/A,N/A
Pronto,['Elmore Leonard'],1993,['Adventure stories'],"Harry Arno's got a good thing going, running a South Miami gambling operation. Then Harry rats on mobster Jimmy Capotorto and has to take off suddenly for Italy with the mob in pursuit.",N/A,N/A
Vendetta,['Fern Michaels'],2005,['Female friendship'],"Five years ago, Myra Rutledge's pregnant daughter was killed by a hit-and-run driver--the playboy son of an ambassador with diplomatic immunity. The Sisterhood now gathers for a little creative planning, and what they have in mind is a gift for Myra of long-awaited and very sweet revenge.",N/A,N/A
Long Road to Mercy,['David Baldacci'],2019-06-27,[],"Her name is Atlee Pine, the latest creation from bestselling author David Baldacci. She has unstoppable tenacity, always a fighter who is unwilling to cede any ground. She has endured real nightmares and she has the emotional and physical scars to show for it. And she got that long before she became an adult.She is a FBI Special Agent assigned to the wilds of the western US. She has to cover, often solo, vast tracts of area: Wyoming, Montana, Idaho, Colorado, Arizona. Small towns, impossibly long distances in-between, isolation like most on the East Coast have never experienced, and an environment where anything can and does happen.Working with the locals who respect, and also sometimes fear her, and have never really been allowed to know her, Atlee Pine turns her vast investigative skills and unmatched drive to find out the truth. Along the way she will revisit painful memories of her own, come to grips with what she is and what she might one day aspire to be. But in the end, she will have to confront not only a new monster, but also the old one of her nightmares.PRAISE FOR LONG ROAD TO MERCY""A fabulous new character from a master storyteller. Readers will love Atlee Pine. A mile-a-minute read that proves once again why David Baldacci has readers the world over flocking for more."" Jane Harper, New York Times bestselling author",N/A,N/A
Protect and Defend,['Richard North Patterson'],2000,['Fiction'],"When the Chief Justice of the Supreme Court drops dead following the inauguration, President Kerry Kilcannon selects as a replacement Judge Caroline Masters, a woman who hides a secret that could affect her ruling on a controversial case.",N/A,N/A
The Big Dark Sky,['Dean Koontz'],2022-07-19,['Fiction'],"A group of strangers bound by terrifying synchronicity becomes humankind's hope of survival in an exhilarating, twist-filled novel by Dean Koontz, the #1 New York Times bestselling master of suspense. As a girl, Joanna Chase thrived on Rustling Willows Ranch in Montana until tragedy upended her life. Now thirty-four and living in Santa Fe with only misty memories of the past, she begins to receive pleas--by phone, through her TV, in her dreams: I am in a dark place, Jojo. Please come and help me. Heeding the disturbing appeals, Joanna is compelled to return to Montana, and to a strange childhood companion she had long forgotten. She isn't the only one drawn to the Montana farmstead. People from all walks of life have converged at the remote ranch. They are haunted, on the run, obsessed, and seeking answers to the same omniscient danger Joanna came to confront. All the while, on the outskirts of Rustling Willows, a madman lurks with a vision to save the future. Mass murder is the only way to see his frightening manifesto come to pass. Through a bizarre twist of seemingly coincidental circumstances, a band of strangers now find themselves under Montana's big dark sky. Their lives entwined, they face an encroaching horror. Unless they can defeat this threat, it will spell the end for humanity.",N/A,N/A
Silverhill,['Phyllis A. Whitney'],1967,['Fiction'],"From the day Malinda Rice first comes to Silverhill -- her mother's home -- her hope turns to fear. But she will not run. For the beauty of Silverhill's setting hides more than one family's secrets. And Malinda must fight for both her sanity and her life before she discovers the full, horrifying truth about the past evil and present terrors that may engulf her....",N/A,N/A
Three Women Disappear,"['James Patterson', 'Shan Serafin']",2020,['FICTION'],"When three female suspects in the murder of an accountant, who was a master manipulator, go missing, Detective Sean Walsh, who has a personal connection to the case, discovers why the women have to stay hidden from both the law and each other.",N/A,N/A
Created by,['Richard Christian Matheson'],1994,['Horror tales'],N/A,N/A,N/A
Nemesis,['Catherine Coulter'],2015,['Fiction'],"The next high-octane thriller in the FBI series featuring Dillon Savich and Lacey Sherlock from # 1 New York Times;bestselling author Catherine Coulter. When Special Agent Lacey Sherlock foils a terrorist attack at JFK airport, she thinks her job is done and turns the reins over to the New York FBI. But stopping the grenade-carrying crazy was only the beginning. Another plot unfolds nearly simultaneously with a bomb at St. Patrick's Cathedral. The terrorist at JFK refuses to speak to anyone but Sherlock. She heads back with counterterrorist Special Agent Cal McLain to try to get him to talk. Meanwhile, Savich with the help of Agent Griffin Hammersmith has his hands full trying to track an elusive murderer who looks like a Hollywood Dracula. When Dracula's attempts to kill Savich collide with Sherlock's terrorist case, very strange things happen. Who is really behind the bombing attack at St. Patrick's? How does Savich's mysterious killer fit into Sherlock's terrorism investigation? Savich and Sherlock race against the clock, as more lives are in danger with every passing minute.",N/A,N/A
Exclusive,['Sandra Brown'],2001-08,[],N/A,N/A,N/A
Judge and Jury,"['James Patterson', 'Andrew Gross']",2006,['Fiction'],"From #1 bestselling author James Patterson comes the ultimate legal thriller where the judge and jury are terrified. The verdict: run for your life. Failing to escape jury duty, aspiring actress Andie DeGrasse ends up as Juror #11 in a landmark case. In this new Trial of the Century, a Mafia don known as the Electrician is linked to hundreds of gruesome crimes. Tracking this ruthless killer for years, senior FBI agent Nick Pellisante fears that the defendant's power reaches far beyond the courtroom, even if the FBI's evidence is ironclad. Just as the jury finishes deliberations, the Electrician makes a devastating move that shocks the entire nation - and shatters Andie's world. Now she and Pellisante must hunt for the Electrician before he executes his most horrifying endgame.",N/A,N/A
The Angry Hills,['Leon Uris'],1981,['Historical fiction'],An exciting spy thriller set in Greece in 1941 on the verge of the German invasion.,N/A,N/A
Anatomy of a Scandal,['Sarah Vaughan'],2020-04-02,[],"From the bestselling author of Anatomy of a Scandal - a new thought-provoking novel exploring the complexity of motherhood and all that connects and disconnects us. You think you know her... But look a little closer She is a stay-at-home mother-of-three with boundless reserves of patience, energy and love. After being friends for a decade, this is how Liz sees Jess. Then one moment changes everything. Dark thoughts and carefully guarded secrets surface - and Liz is left questioning everything she thought she knew about her friend, and about herself. Praise for Little Disasters: ''A deep dive into the dark side of motherhood. Highly recommended'' Erin Kelly, author of He Said/She Said ''Compelling, beautifully written, so perceptive and emotionally devastating. Like Anatomy of a Scandal, it feels like an important book as well as a brilliant read'' Lucy Foley, author of The Hunting Party ''Sarah Vaughan turns her pin-sharp attentions to the blame game that is early parenthood, raising the stakes to truly fearful levels. This tense, absorbing read will have parents - in fact, all readers - turning the pages deep into the night'' Louise Candlish, author of Those People ''Little Disasters takes on another topical and emotive issue with the same skill and command Vaughan showed in Anatomy of a Scandal'' Cara Hunter, author of All The Rage ''An emotionally terrifying story. Sarah has impressively created characters whose pain and fear is all too real. I could not put this book down'' Heidi Parks, author of Now You See Her ''Vaughan explores the darker impulses of motherhood - the fear, fury and despair; the frantic juggling, loss of control and exhaustion - and of course the overwhelming love. Refreshingly assured and punchy writing that is sure to hit a nerve'' Lucy Atkins, author of Magpie Lane ''A brilliant storyteller, Vaughan serves up every mother''s nightmare with consummate skill and a big heart. Clever. Totally compelling. Impossible to put down'' Eve Chase, author of Black Rabbit Hall ''I loved it and didn''t want to put it down. So, so good on motherhood and friendship'' Laura Marshall, author of Friend Request ''I read this with a fascinated, mounting sense of horror because it could all be too true. Compulsive reading with an ending I didn''t see coming'' Jane Corry, author of I Looked Away ''A true psychological thriller shows us, as all the best ones do, that the scariest place is not the dark alleyway but inside the pathways of our own minds. Compelling... and important'' Araminta Hall, author of Our Kind of Cruelty ''An immaculately researched and compelling story about the devastating fall out from one mistake'' Jane Shemilt, author of The Playground ''Each character is brilliantly drawn, and the book delivers surprise after surprise'' Claire Fuller, author of Bitter Orange ''Absolutely brilliant; an emotionally devastating story, brave and honest'' Emma Curtis, author of One Little Mistake ''Sarah''s writing is so impressive and skilful - the book is gripping, meticulous, and touches the raw nerves of parenthood'' Terry Stiastny, author of Conflicts of Interest ''A fabulous twisty look at early motherhood and friendships. Domestic noir and psyche thriller, it''s brave and brilliant'' Fionnuala Kearney, author of The Book of Love ''Sarah Vaughan manages to hit that rare sweet spot between satisfying, literary writing and a plot that grips you by the throat. Little Disasters is every bit as brilliant as Anatomy of a Scandal. Superb'' Cass Green, author of The Killer Inside ''An emotionally intelligent and beautifully written thriller that oozes with tension. Just when I thought I had things figured out, Sarah throws us a curveball which turns everything on its head. Rich and authentic, this is a truly remarkable book'' Claire Douglas, author of Then She Vanishes ''Sarah Vaughan delivers another masterful page-turner, this time tackling early motherhood at its least joyful. As with Anatomy of a Scandal, she writes with intelligence and compassion; the result is a truly gripping read'' Catherine Isaac, author of Messy, Wonderful Us",N/A,N/A
Trouble in High Heels,['Christina Dodd'],2006,['Fiction'],"When she discovers that her fianc‚ has run off to Las Vegas to marry another woman, Brandi Michaels spends the night with a gorgeous Italian stranger only to discover that her new lover has a dangerous past when she becomes the target of a killer. Original.",N/A,N/A
Edge of Danger,['Jack Higgins'],2001-01-01,[],"A murderous vendetta places not only lives at stake but also the fate of nations in this powerful new thriller by the author of ""Day of Reckoning"". Over the years, the Rashid family's British and Arab ancestries had interwoven to produce a remarkable family of warriors, as at home under the pitiless desert sun as the streets of London. But now they direct their rage against the United States, whose president they hold accountable for a series of attacks upon their power and honor.",N/A,N/A
Consent to Kill,['Vince Flynn'],2006-02,['Fiction'],"Having earned numerous enemies in his more than fifteen years on the front lines of the war on terror, CIA operative Mitch Rapp is targeted by the influential father of a terrorist who is demanding retribution for his son's death--Novelist.",N/A,N/A
The Mark of the Assassin,['Daniel Silva'],1999,['Assassins'],An assassin has blown a plane out of the sky and CIA agent Osbourne is after him.,N/A,N/A
Mirage,"['Clive Cussler', 'Jack B. Du Brul']",2013,['Fiction'],"""The ninth in the Juan Cabrillo series featuring some or all of the same principal characters who have comprised the crew of the Oregon""--",N/A,N/A
Gas City,['Loren D. Estleman'],2008-01-08,['Fiction'],A powerful novel of corruption and redemption in a quintessentially American city,N/A,N/A
Instruments of Night,['Thomas H. Cook'],1999,['Fiction'],"Assisting in a murder investigation, a writer is brought face to face with a horrible crime from his own past",N/A,N/A
Lawman,['Diana Palmer'],2007,['Fiction'],"Grace Carver, saddled by small-town realities, is unmarried and untouched because of a past that everyone knows about, but nobody talks about. When FBI agent Garon Griers search for a dangerous convict leads him to Grace, will he be able to keep her safe?",5,N/A
The Martian Simulacra,['Eric Brown'],2018,['Fantasy'],"The year is 1907, the setting is Baker Street, London. When the Martian Ambassador arrives at Holmes' door seeking the Great Detective's help in solving a grizzly murder, how can he refuse? The case will involve a trip to the Red Planet, where few humans have been privileged enough to visit. Ever since the second wave of Martians arrived on Earth, inoculated against the germs that had halted their tripods the first time around, and humanity accepted the aliens as their overloads, Holmes has been curious...Soon he and Watson are boarding one of the great Martian spaceships, where they discover their old friend Professor Challenger has been invited along for the ride. What awaits them at their destination is a plot more dastardly than any of them could have imagined.",N/A,N/A
Dark Matter,['Blake Crouch'],2016,['Fiction'],"In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible. Is it this world or the other that's the dream? And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined - one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.",4,N/A
Rescuing Park Ranger Billie,['Caroline Court'],2012-08,['Family & Relationships'],"Detoured by personal loss but not defeated, new park ranger Billie Jackson begins a serendipitous journey with fellow travelers on her path to recovering joy. Like a magical potion, the park itself and its unconventional patrons defuse Billie's cynicism and create too much light for dark thoughts to fester. Sometimes provocative, but punctuated with hilarity, Rescuing Park Ranger Billie springs from the author's own experiences with loss, caregiving, and park rangering . . .",N/A,N/A
Eaters of the Dead,['Michael Crichton'],1999,['Adventure stories'],Large Print Adventure suspense.,N/A,N/A
Thunderhead,['Neal Shusterman'],2018,['Death'],"Rowan and Citra take opposite stances on the morality of the Scythedom, putting them at odds, and the Thunderhead is not pleased.",5,N/A
The Moscow Deception,['Karen Robards'],2018,['Fiction'],"When a network of assassins target her, Bianca St. Ives learns that a high-risk heist may offer the information she needs to bring down the threat determined to bury her for good.",N/A,N/A
Angels Passing,['Graham Hurley'],2002-10-10,[],N/A,N/A,N/A
Stealing People,['Robert Wilson'],2016,['Fiction'],"Book 3 in the Charles Boxer Series Charlie Boxer, an expert at solving kidnappings, and his ex-wife Detective Mercy Dunqah are tasked with taking down a bold and heartless crime syndicate responsible for the abduction of six children. Two years after the events of You Will Never Find Me (Europa, 2015), Boxer is contemplating retirement. He has found a measure of contentment even as a mystery from his own past gnaws at his sense of justice. Mercy balances a complicated personal life with an even more precarious professional one in the woefully under-resourced metropolitan police department. Both are suddenly pulled back into service when six children of wealthy families vanish, taken by a ruthlessly efficient organization with a single astonishing demand. Investigators stymied and time expiring, they seem set on a calamitous course. Trapped, off-balance, and with little left to lose they plunge into a cauldron of warring intelligence agencies, morally destitute billionaires, and human traffickers, coming finally to a fateful Moroccan reckoning that will forever change them. The latest entry in Robert Wilson's acclaimed Charlie Boxer series, Stealing People is both topical and thrilling. Wilson unravels a convincing web of international intrigue in a world where heroism may breed vice and virtue is an accidental byproduct of crime.",N/A,N/A
The Eighth Day,['John Case'],2003,['Americans'],N/A,N/A,N/A
Run the Risk,['Scott Frost'],2006,['Fiction'],"In the wake of a series of bizarre crimes, Los Angeles homicide detective Alex Delillo is baffled by a tangle of ambiguous clues and follows leads that become increasingly violent. Reprint.",N/A,N/A
Fool Me Once,['Fern Michaels'],2007,['Fiction'],"When her mother, who supposedly died in childbirth, leaves her a vast fortune with a caveat regarding a crime committed years ago, Olivia Lowell turns to a handsome young lawyer for help in understanding who her mother really was.",N/A,N/A
Medusa,"['Clive Cussler', 'Paul Kemprecos']",2009,['Adventure stories'],"In 1846, a US whaling vessel is struck by a mysterious and deadly tropical illness. In desperation, the captain shores his ship on a hostile island - where, miraculously, his crew are saved by a cure administered by the natives.",N/A,N/A
The Last Man,['Vince Flynn'],2012,['Intelligence officers'],"When a CIA black ops master with ties to disreputable figures in Afghanistan goes missing, Mitch Rapp is ordered to track down the missing man at all costs and finds himself enmeshed in a dangerous plot involving the interests of numerous countries.",N/A,N/A
The Jury,['Fern Michaels'],2005,['Fiction'],C.1 ST AID. AMAZON. 02-21-2011. $27.95.,N/A,N/A
Running Scared,['Lisa Jackson'],2010,['Adopted children'],"""Previously published in an unrevised edition under the title Wishes""--T.p. verso.",N/A,N/A
Alert,['Michael Ledwidge'],2015,['Assassination'],"New Yorkers aren't easily intimidated, but someone is doing their best to scare them, badly: why? After two inexplicable high-tech attacks, the city that never sleeps is on edge. Detective Michael Bennett, along with his old pal, the FBI's Emily Parker, have to catch the shadowy criminals who claim responsibility -- but they're as good at concealing their identities as they are at wreaking havoc. In the wake of a shocking assassination, Bennett begins to suspect that these mysterious events are just the prelude to the biggest threat of all. Soon he's racing against the clock, and against the most destructive enemy he's faced yet, to save his beloved city -- before everyone's worst nightmare becomes a reality.",N/A,N/A
Harbor Nocturne,['Joseph Wambaugh'],2012,['Fiction'],"A young longshoreman's delivery of a Mexican dancer from the busy harbor of San Pedro to a Hollywood nightclub changes both of their lives when they encounter individuals on opposing sides of the law, including surfer cops Flotsam and Jetsam, aspiring actor Hollywood Nate and young Britney Small. By the best-selling author of The Onion Field. 50,000 first printing.",N/A,N/A
The Chain,['Adrian McKinty'],2019,['FICTION|Thrillers|Crime|'],A parent receives a panicked phone call from a stranger who reveals that both of their children have been kidnapped by someone who demands that they abduct another child to prevent the murders of their own.,N/A,N/A
Old Bones,"['Douglas J. Preston', 'Douglas; Child Preston (Lincoln)', 'Lincoln Child']",2019,['FICTION'],"""Nora Kelly, a young but successful curator at the Santa Fe Archaeological Institute, is approached by a historian, Clive Benton, with the opportunity to lead an expedition unlike any other. It begins with the story of the ill-fated Donner Party, who became permanently lodged in the American consciousness in the winter of 1847, when the first skeletonized survivors of the party stumbled out of the California mountains, replete with tales of courage, resourcefulness, bad luck, murder, and barbarism. Benton has discovered the long-lost diary of one of the camp's victims, an account which may break new ground in the truth of what happened in the wilderness all those years ago and point to an additional camp previously lost to history. Nora agrees to lead the expedition, and along with a team of talented explorers and archaeologists, Kelly and Benton venture into the Sierra Nevada in search of the camp. Soon, they learn that the discovery of the camp is just the tip if the iceberg. The truth behind those long-dead pioneers is far more complex and surprising than they could have imagined. And these centuries-old crimes may have modern-day repercussions that place the expedition in the sights of a junior, FBI agent, Corrie Swanson, about to embark on her fist active case as lead investigator.""--",N/A,N/A
Do You Want to be My Friend?,['Eric Carle'],1971,['JUVENILE FICTION'],A mouse searches everywhere for a friend in this story without words.,N/A,N/A
Drop Dead Gorgeous,['Linda Howard'],2008-07,['Attempted murder'],"As a former cheerleader, Blair was accustomed to jealousy. She's immersed in her wedding plans when someone tries to run her over. Her fiance, police lieutenant Wyatt Bloodsworth, thinks it was just an accident.""",N/A,N/A
The 500,['Matthew Quirk'],2012,['Consulting firms'],N/A,N/A,N/A
The Highwayman,['Craig Johnson'],2016,['Fiction'],"Sheriff Walt Longmire and Henry Standing Bear embark on their latest adventure in this novella set in the world of Craig Johnson's New York Times bestselling Longmire series--the basis for the hit drama Longmire, now on Netflix Craig Johnson's new novel, The Western Star, will be available from Viking in Fall 2017. When Wyoming highway patrolman Rosey Wayman is transferred to the beautiful and imposing landscape of the Wind River Canyon, an area the troopers refer to as no-man's-land because of the lack of radio communication, she starts receiving ""officer needs assistance"" calls. The problem? They're coming from Bobby Womack, a legendary Arapaho patrolman who met a fiery death in the canyon almost a half-century ago. With an investigation that spans this world and the next, Sheriff Walt Longmire and Henry Standing Bear take on a case that pits them against a legend: The Highwayman.",N/A,N/A
