title,authors,publishedDate,categories,description,averageRating,textSnippet,language
"My Lies, Your Lies",['Susan Lewis'],2020-07-14,['Fiction'],"For readers of Lisa Jewell, Diane Chamberlain, and Jodi Picoult comes another gripping novel from internationally bestselling author Susan Lewis, about an eccentric old woman, the ghost-writer helping write her memoirs, and the destructive secrets binding them together. Ghost-writer Joely Foster has been asked to write the memoir of an eccentric old lady with a troubling past. Relieved to have a break from her own marital difficulties, Joely escapes to the woman's isolated house, where she gets to work writing about a pivotal event in Freda Donahoe's life. On its surface, the story is of a fifteen-year-old girl being groomed at school by her teacher. But Freda is determined to set the record straight by showing that the girl was complicit in the seduction, and had only called the police when she was spurned. But that's just half the story... Joely delves into her work, learning more about the events that happened all those years ago. She is soon surprised to discover that the truth lies much closer to home and is bizarrely connected to her. How can Freda's past be linked to Joely? Could the teacher be someone near to her? As the story of Freda's past unravels, it spins Joely into a dangerous world of secrets and lies she could never have imagined, causing her to question everything she thought she knew about her family. Breathlessly intriguing from the first page to the last, My Lies, Your Lies is an unforgettable novel that intertwines the fascinating past of one mysterious woman to the present of another woman with a harrowing, unexpected twist.",N/A,N/A,en
The Guilty Husband,['Stephanie DeCarolis'],2021-05-27,[],It only takes one lie to destroy a marriage.,N/A,N/A,en
The Mother I Could Have Been: A Gripping and Heartbreaking Page Turner,['Kerry Fisher'],2019-11-22,['Fiction'],"Why would you walk away from the one person you can't live without? As a child, Vicky Hall never had the sort of family she wanted. The least important person in her new step-family, ignored by her mother in favour of her two younger half-siblings, Vicky was always an afterthought. Sitting alone at her graduation ceremony at the age of twenty-one, she vows to create her own family and her own life, one which is full of the love and attention she has always craved. When Vicky meets William and falls pregnant in Greece that summer, it isn't planned. But the two of them believe they can make it work, showering their child with the love which they believe should be enough. But when her son Theo is two, Vicky leaves him in the care of her mother-in-law, walks out of her front door and drives to a hotel where she takes a room for the night. She doesn't return. It's unthinkable. What kind of mother does that? The kind who is hiding a story you can never imagine. The Mother I Could Have Been is a heartbreaking story of impossible decisions and second chances, from the bestselling author of The Silent Wife and The Woman I Was Before. Perfect for fans of Jodi Picoult, Liane Moriarty and Diane Chamberlain. Readers are loving The Mother I Could Have Been! 'WOW!... An amazing read!!!' Goodreads reviewer, 5 stars 'I wish I could have read this book in one sitting... I literally couldn't put it down.' Goodreads reviewer, 5 stars 'Kerry Fisher goes from strength to strength, with The Mother I Could Have Been being her best book yet.' Goodreads reviewer, 5 stars 'This is a book that once I picked up, it totally consumed me. I ended up reading it in one evening as I was so absorbed by what was in front of me and I had to see how everything was going to end... An absolute must read.' By the Letter Book Reviews, 5 stars 'I have loved every book I've read by this author and this is no exception. I loved it. I didn't want it to end. Excellent read.' NetGalley reviewer, 5 stars 'An incredible read. So well written and heartfelt.' NetGalley reviewer, 5 stars 'I don't even know how to start this review as I know my words will never do it justice. Each time I pick one of Kerry's books up, I wonder how it is going to top her previous book as each and every one I've read has absolutely blown me away and warmed me to the core.' Goodreads reviewer, 5 stars 'Another great Kerry Fisher read... this book makes you want to hug your loved ones and tell them you love them as you never know what's around the corner!' Goodreads reviewer, 5 stars",N/A,N/A,en
It All Comes Back to You,['Melissa Wiesner'],2023-08-22,[],"An absolutely unforgettable and heart-shattering romance, perfect for fans of Colleen Hoover, Lucy Score and Carley Fortune, that asks: does keeping secrets destroy true love? Anna works two jobs to get herself through college and never, ever talks about her family. It's easier to keep her distance from everyone until she can finally leave her old life behind. That is, until chance throws her together with Gabe... Gabe is top of the class, in a fancy fraternity, and has a big, perfect, warm-hearted family. He is everything Anna is not. Their connection is undeniable. His silver-blue eyes pierce right through her, and he makes her laugh in ways she never thought possible. But Anna would do anything to stop Gabe from discovering her darkest secret, and the real reason she goes home every night to a cold, silent apartment... When Gabe and his family get close to the truth, Anna runs, vowing to never see them again. But forever is a long time... Years later. Tragedy brings Anna back to the town she grew up in-a place she escaped a decade ago. When Gabe wraps his strong arms around her, it's like finally finding home. But when the truth comes out after all these years, will both their worlds come crashing down? Gabe is the one person Anna trusts most: but what if he has secrets, too? And how much pain can two hearts endure, before they are torn apart forever? It All Comes Back to You will make you laugh, cry with both joy and pain, and hold your loved ones tight. Read what everyone's saying about It All Comes Back to You: ""This book ripped my heart out and put it back together!... Easily the best book of the year... Such an emotional, inspiring rollercoaster... I could not put it down... I seriously wish the book wasn't over because I'm not ready to leave."" Goodreads reviewer, ⭐⭐⭐⭐⭐ ""A heart-shattering story... I absolutely loved her character and the amount of resilience she had... Keep your tissues close for this one. Easily one of the best books I've read this year."" Goodreads reviewer, ⭐⭐⭐⭐⭐ ""Absolutely stunning!... Took my emotions on a rollercoaster ride, it was both heart-warming and heart-breaking... An unputdownable read."" Goodreads reviewer, ⭐⭐⭐⭐⭐ ""Beautiful... I adore this author... This book was absolutely fabulous! It had everything, heartbreak, laughter, spice... It was pretty perfect."" @sabireads1984, ⭐⭐⭐⭐⭐",N/A,N/A,en
Stranded,['Sarah Goodwin'],2021-09-16,[],Eight strangers. One island. A secret you'd kill to keep.,N/A,N/A,en
Riddles from the Hope Chest,"['Becky Freeman', 'Becky Freeman Johnson', 'David Clar']",2002,['Juvenile Fiction'],"Kids love adventure, mystery, and fun -- and the Camp Wanna Banana Mysteries by Becky Freeman, part of the Children of Faith line, are jam-packed with all three! In these fast-paced tales, ten-year-old, book-loving Joy and her quirky, crazy twin Jake; their ""twibling"" (twin sibling) friends, Marco and Maria; and Joy's pet spider monkey, Munch-Munch solve intriguing mysteries in and around the lakes, woods, and winding paths of the Christian summer camp where they work and live. Each book includes activity pages with ideas and games to help readers have their own Camp Wanna Banana adventures!In Book Five, a lovable elderly woman moves to Tall Pines. But Joy starts to suspect that dear, sweet Mopsy just might be hiding some very important secrets. Soon, Joy is meddling in ways that bring problems for everyone she loves, and learning the hard way that snooping can only end in trouble. She also learns that with God's help, and a little bit of grace, things sometimes turn out all right in the end after all.",N/A,N/A,en
A Certain Scientific Railgun Vol. 16,['Kazuma Kamachi'],2021-06-08,['Comics & Graphic Novels'],NO ESCAPE Kimi and her crew have taken over the Reformatory and abducted Uiharu. Their goal? To force her to construct a global network that will allow them to release Academy City's hidden ability development technology and throw the world into chaos! But behind this sinister plan lies a dark secret from Kimi's past. Will Mikoto be able to rescue her friend before it's too late?!,N/A,N/A,en
Goodbye Earl,['Leesa Cross-Smith'],2024-06-11,['Fiction'],"Four women take fate into their own hands in this big-hearted story of friendship, resilience, and revenge on monstrous men, from the award-winning author of Half-Blown Rose. Taking inspiration from the infamous, empowering song, Goodbye Earl follows four best friends through two unforgettable summers, fifteen years apart. In 2004, Rosemarie, Ada, Caroline, and Kasey are in their final days of high school and on the precipice of all the things teenagers look forward to when anything in life seems possible . . . from falling in love, to finding their dream jobs, to becoming who they were meant to be. In 2019, Kasey has returned to her small Southern hometown of Goldie for the first time since high school--and she still hasn't told even her closest friends the truth of what really happened that summer after graduation, or what made her leave so abruptly without looking back. Now reunited with her friends in Goldie for a wedding, she's determined to focus on the simple joy of being together again. But when she notices troubling signs that one of them might be in danger, she is catapulted back to that fateful summer. This time, Kasey refuses to let the worst moments of her past define her; this time, she knows how to protect those she loves at all costs. Uplifting, sharp-edged, and unapologetic, Goodbye Earl is a funeral for all the ""Earls"" out there--the abusive men who think they can get away with anything, but are wrong--and a celebration of enduring sisterhood. Includes a Reading Group Guide.",N/A,N/A,en
Just One More Moment,['Carly Phillips'],2024-02-13,['Fiction'],"She thinks happily ever after only happens in romance novels. He can't wait to prove her wrong... Falling in love is not on Raven Walsh's agenda. Running from her past keeps her way too busy for that. She can, however, handle a friends-with-benefits scenario with the hot billionaire who co-owns The Back Door bar. But trusting him with her heart? Not a chance... Remington Sterling has had his eye on the smart and sexy Raven since she started waitressing at his bar. He knows she's gun-shy where relationships are concerned. But he's ready to do whatever it takes to convince her he's worth the risk... When Raven's secrets catch up to her in a big way, she must decide if the potential cost of trusting Remy is more than she's willing to pay-and Remy will need to figure out how far he's willing to go for love... Just One More Moment, book 1 in the Sterling Family series (all can be read as standalones), is a spicy contemporary romance featuring a ready-to-run heroine and the possessive, protective alpha hero who is more than ready to catch her.",N/A,N/A,en
I Meant to Tell You,['Fran Hawthorne'],2022-10-31,[],"When Miranda Isaacs's fiancé, Russ Steinmann, is being vetted for his dream job in the U.S. attorney's office, the couple joke about whether Miranda's parents' history as antiwar activists in the Sixties might jeopardize Russ's security clearance. But as it turns out, the real threat emerges after Russ's future employer discovers that Miranda was arrested for felony kidnapping seven years earlier - an arrest she'd never bothered to tell Russ about. Miranda tries to explain that she was only helping her best friend, Ronit, in the midst of a nasty divorce and custody battle, take her daughter to visit her parents in Israel. Russ doesn't see it quite as innocently. In a frantic search to persuade Russ that she's not a criminal, Miranda either makes the situation worse or exposes other secrets and mysteries. Miranda's stepfather - who has just revealed to her mother that he's been having an affair--starts dropping cryptic hints about her biological father. On top of all that, Miranda is arrested again, this time for drunk driving. With everything she thought she knew upended, Miranda must face the truth about her mother, herself, and her future marriage.",N/A,N/A,en
The Honeymoon,['Shalini Boland'],2024-06-13,[],N/A,N/A,N/A,en
The Doctor's Widow,['Daniel Hurst'],2023-08-23,[],"She trusted him. Now she's paying the price... I loved my husband, Doctor Drew Devlin, but he betrayed me. And now he's dead. As I put the key in the lock and open the door to the luxurious new home I've purchased with Drew's life insurance money, I'm certain the worst days are behind me. My secret is safe, and I can't wait to enjoy my new wealth and freedom. Then I meet handsome Roger. I wasn't looking for a relationship but as we spend our evenings drinking wine on my sunny terrace, I realise he's just what I need right now. Roger is nothing like Drew, he's spontaneous and romantic. And most of all, he's honest. He thinks I'm a rich, lonely woman. He's wrong of course, there's so much more to me... But then one night, when we're curled up in bed together, Roger says something that makes my blood run cold. I think he knows the truth about my life as the doctor's wife. I will do anything to stop my past from catching up with me... But is Roger really who he says he is? Or is my life now in danger? An absolutely gripping psychological thriller packed with jaw-dropping twists from the number one bestselling author of The Doctor's Wife. If you love Behind Closed Doors, Gone Girl and The Girl on the Train you'll be hooked on The Doctor's Widow ﻿﻿﻿ What readers are saying about Daniel Hurst: 'OMG... binge read!... WOWZERS!... Curveballs that made my head just spin?!!... Deserves way more than 5 stars as it is a must-read book!' Heidi Lynn's Book Reviews, ⭐⭐⭐⭐⭐ 'Wow, wow, wow, wow, wow. I mean wow. This book was so freakin good!!... really exciting plot... I was thrown for a loop, and then another one.' @thrilleraddict1986, ⭐⭐⭐⭐⭐",N/A,N/A,en
The Whole Time,['Catherine Bybee'],2023-11-14,['Fiction'],"From New York Times and USA Today bestselling author Catherine Bybee comes a tale of a strong-willed dancer exercising her independence and the rich biker she can't let go. Salena Barone has broken free of her family and moved into an apartment above the D'Angelo restaurant, where she works as a manager--without a husband, thank you very much. But even on a restaurant salary, she soon finds herself strapped for cash. Salena's never been afraid of living on the wild side, though, so she takes on a side hustle that'll raise big bucks...and eyebrows, if anyone finds out. Tattooed biker Ryan is the youngest of the wealthy Rutledge wine family and has never dreamed of rings, forever, or continuing the family business. He's perfectly happy living his own life and helping out hardworking folks in his own way. When these two independent singles spot each other at a Rutledge-D'Angelo wedding, the attraction is instant. But as their friendship with benefits evolves into something more, the secrets Salena's keeping--from family, friends, and Ryan--threaten the happily ever after she never knew she wanted.",N/A,N/A,en
The Gastrothief,['Steve Higgs'],2023-01-26,[],"Every journey might start with a single step, but where does it end? Albert Smith and his faithful dog, Rex Harrison, have been on the road for far longer than they ever expected, but they can't go home yet. Not until they solve one final case.",N/A,N/A,en
What Therapists Don't Talk about and why,"['Kenneth S. Pope', 'Janet L. Sonne', 'Beverly Greene']",2006,['Psychology'],"Created to help therapists and therapists-in-training, this book explores the myths and taboo topics that weaken their practice and cause anxiety, discomfort, and confusion. These topics include feeling incompetent, making mistakes, praying with patients as part of therapy, feeling ashamed, and not knowing what to do.",N/A,N/A,en
The Secret Life of Hidden Places,"['Stefan Bachmann', 'April Genevieve Tucholke']",2024-02-13,['Reference'],"A beautifully written and photographed romp through some of the world's most secretive, seductive, and incredible places. In The Secret Life of Hidden Places, we're led on a global tour of the world's most amazing spaces and places--some hidden, others well known but secreted nonetheless--including manors, palaces, tunnels, rooms, staircases, and tombs. The author's lyrical prose, accompanies by captivating photographs, transports the reader to mysterious, alluring destinations--such as a mystically beautiful room made of amber last seen in a German palace during World War II, an English sunken manor build by a reclusive royal, an ancient well in Portugal constructed by the Knights Templar, and an underground bone chamber in Sweden. Each of The Secret Life's 19 chapters is about a place, but also a person or people whose passion and obsessions led them to create something magical and spectacular that survived, either in story or structure.",N/A,N/A,en
Backrush,['Jana Deleon'],2021-07-12,[],"The sea heals all things. Tempest Island has weathered the worst of storms and still stands proud, providing its residents with the healing power of the sea and sun. When Alayna Scott's life falls spectacularly apart, both professionally and personally, the executive chef's only thought is getting back home to the island and her aunt Bea. Between the two, she hopes to put the past behind her and figure out how to move forward. After being injured during a mission, Navy SEAL Luke Ryan is at a crossroads concerning his future and recognizes that his new neighbor is on a similar journey. But in addition to being in a state of flux, it's clear to him that Alayna is worried about something besides her future, and Luke wonders what kind of secrets are behind the fear she's trying to hide. When Alayna's past comes rushing in, attempting to pull her under, Luke wants nothing more than to help her make it through this storm and on to calm waters. But are Luke and Tempest Island enough?",N/A,N/A,en
Seeds of Glory and Ruin,['Melanie Cellier'],2021-12-30,['Magic'],"Cadence and Airlie possess the seeds of glory and ruin. So their father insisted. When Airlie becomes the most powerful mage in generations, Cadence decides her own dormant seed must be malevolent. Under threat, she must choose her path.",N/A,N/A,en
You Didn't Hear This from Me,['Kelsey McKinney'],2025-02-11,['Psychology'],"A delightfully insightful exploration of our obsession with gossip that weaves together journalism, cultural criticism, and memoir, from the host of the massively popular Normal Gossip podcast. Can you keep a secret? As the pandemic forced us to socialize at a distance, Kelsey McKinney was mourning the juicy updates, jaw-dropping stories, and idle chatter that she'd typically collect over drinks with friends. She realized she wasn't the only one missing these little morsels and her hunger for this aspect of normalcy took on a life of its own and the blockbuster Normal Gossip podcast was born. With listenership in the millions and gossip quickly becoming her day job, Kelsey found herself with the urge to think more critically about gossip as a form, to better understand the role that it plays in our culture. In YOU DIDN'T HEAR THIS FROM ME, McKinney explores the murkiness of everyday storytelling. Why is gossip considered a sin and how can we better recognize when gossip is being weaponized against the oppressed? Why do we think we're entitled to every detail of a celebrity's personal life because they are a public figure? And how do we even define ""gossip,"" anyway? She dishes on the art of eavesdropping and dives deep into how pop culture has changed the way that we look at hearsay. But as much as the book aims to treat gossip as a subject worthy of rigor, it also hopes to capture the heart of gossiping: how enchanting and fun it can be to lean over and whisper something a little salacious into your friend's ear. With wit and honesty, McKinney unmasks what we're actually searching for when we demand to know the truth - and how much the truth really matters in the first place.",N/A,N/A,en
Une ombre au tableau,"['Josée Plourde', 'Doris Barrette']",2003,['Juvenile Fiction'],"Claude et son amie veulent créer une fresque pour le hall de l'Académie. Afin de convaincre leur professeur, Claude assure qu'elles pourront compter sur l'aide d'un expert. Elles rencontrent à cette fin Astrid Verner, une artiste qui accepte de leur donner des cours. Excentrique, Astrid porte un turban et a huit chats dont chacun porte le nom d'un peintre célèbre. Mais étrangement Riopelle, le chat préféré d'Astrid, disparaît au même moment où une oeuvre du célèbre peintre a été volée. Un mystère s'installe alors chez Astrid qui semble nerveuse. Il n'en fallait pas plus pour intriguer une Claude à l'imagination fertile. -- Un roman de lecture facile qui parvient à tenir le lecteur en haleine jusqu'à la fin. La trame est simple et servie par une écriture directe. [SDM].",N/A,N/A,fr
Barbe Bleue,['Amélie Nothomb'],2014-01,['Life skills'],"Saturnine Puissant se présente à une offre de colocation. Sur place, elle apprend que le propriétaire multiplie les conquêtes mais que ces dernières disparaissent. Saturnine s'installe néanmoins, tombe sous le charme de don Elemirio et découvre que l'homme cryogénise ses femmes. Un clin d'oeil au conte de Perrault, entre humour, suspense et analyse des sentiments.",N/A,N/A,fr
The One You're With,['Lauren K. Denton'],2022-04-05,[],"Written in Lauren K. Denton's signature Southern style, The One You're With tells a story of marriage, choices, and what a good life really looks like. High-school sweethearts Mac and Edie Swan lead a seemingly picture-perfect life in the sleepy-sweet community of Oak Hill, near Mobile, Alabama. Edie is a respected interior designer, Mac is a beloved pediatrician, and they have two great kids and a historic home on tree-lined Linden Avenue. From the outside, the Swan family is the definition of ""the good life."" And life is good--mostly. Until a young woman walks into Mac's office one day. A young woman whose very existence threatens all Mac and Edie have built and all they think they know about each other. Nineteen years after a summer apart, with a family and established lives and careers, the past that Mac and Edie thought they left behind has come back to greet them. For the first time, constants in their lives are called into question: their roles as parents, their reputation as upstanding members of the community, and the very foundations of their marriage. As they wade through the upheaval in both their family and professional lives, they must each examine choices they made long ago and chart a new course for their future. ""In The One You're With, author Lauren K. Denton dives headfirst into a complicated, tangled situation that shakes the foundation of one family's life as they're forced to reckon with both the past and the future. Denton asks the tough questions, and with great sensitivity and intuitiveness, she unfurls an insightful, emotional story of the impact of the decisions a husband and wife in the present day made two decades earlier. A complex, compelling, powerful story about the roads not taken, the seismic shifts that can happen in an instant, and the way that sometimes, the decisions of the past shape the future in ways we couldn't have imagined."" --Kristin Harmel, New York Times bestselling author of The Book of Lost Names and The Forest of Vanishing Stars ""Lauren Denton is a master not only of Southern fiction, but at capturing the nuance of complicated, messy relationships. This is one of those rare books that I devoured in less than 24 hours, yet didn't want to end."" --Colleen Oakley, USA TODAYbestselling author of You Were There Too ""Reading a Lauren K. Denton book is like spending time with treasured friends. With her warmhearted Southern voice, she expertly guides readers along the achingly emotional path of a marriage in trouble in The One You're With. This poignant story touches on how the choices we make can shape a lifetime, for better or for worse, and serves as a reminder to never take love for granted. Fix yourself a tall glass of iced tea and settle in, because you'll have a hard time putting down this lovely, heartfelt novel."" --Heather Webber, USA TODAY bestselling author of Midnight at the Blackbird Café Full-length Southern women's fiction Stand-alone novel Book length: 116,000 words Includes discussion questions for book clubs",N/A,N/A,en
Magnolia Parks: ¿Cuántos Amores Te Tocan En Una Vida? / Magnolia Parks,['Jessa Hastings'],2024-05-21,['Fiction'],N/A,N/A,N/A,es
我们没有秘密,['吴晓乐'],2022,['Chinese fiction'],N/A,N/A,N/A,zh-CN
Barba Azul,['Amélie Nothomb'],2014-02,['Juvenile Nonfiction'],"Como en la fábula de Charles Perrault, en el Barba Azul de Nothomb hay un ogro seductor y misterioso, un castillo y una habitación secreta. Saturnine es una hermosa joven que acude impaciente a una cita para alquilar una habitación en París. El propietario de la mansión es un aristócrata español amante de la buena cocina y ávido lector de las actas de la Inquisición, pero también de los textos del místico Ramon Llull. Antes de la bella Saturnine, otras ocho mujeres le alquilaron una habitación y desaparecieron en misteriosas circunstancias. Como en los mejores cuentos de hadas, en esta fantasía siniestra la autora dosifica humor y horror, pervirtiendo y subvirtiendo la fábula en la que se inspira. «Este Charles Perrault, aderezado con la salsa Nothomb, tiene un aroma exquisito de azufre, de erudición y de humor» (Valérie Lejeune, Le Figaro Magazine).",N/A,N/A,es
Alas de Hierro (Empíreo 2) / Iron Flame (the Empyrean 2),['Rebecca Yarros'],2024-04-23,['Young Adult Fiction'],"«En el primer año algunos pierden la vida. En el segundo año, los que sobrevivimos perdemos la compasión». --Xaden Riorson Todos esperaban que Violet Sorrengail muriera en su primer año en el Colegio de Guerra de Basgiath, incluso ella misma. Pero la Trilla fue tan solo la primera de una serie de pruebas imposibles destinadas a deshacerse de los pusilánimes, los indignos y los desafortunados. Ahora comienza el verdadero entrenamiento y Violet no sabe cómo logrará superarlo. No solo porque es brutal y agotador ni porque está diseñado para llevar al límite el umbral del dolor de los jinetes, sino porque el nuevo vicecomandante está empeñado en demostrar a Violet lo débil que es a menos que traicione al hombre que ama. Aunque el cuerpo de Violet es más frágil que el de sus compañeros, su fuerza radica en su ingenio y voluntad de hierro. Además, los líderes están olvidando la lección más importante que Basgiath les ha enseñado: los jinetes de dragones crean sus propias reglas. La voluntad de sobrevivir no será suficiente este año, porque Violet conoce el secreto que se oculta entre los muros del colegio y nada, ni siquiera el fuego de dragón, será suficiente para salvarlos. ENGLISH DESCRIPTON ""The first year is when some of us lose our lives. The second year is when the rest of us lose our humanity."" ―Xaden Riorson. Everyone expected Violet Sorrengail to die during her first year at Basgiath War College―Violet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky. Now the real training begins, and Violet's already wondering how she'll get through. It's not just that it's grueling and maliciously brutal, or even that it's designed to stretch the riders' capacity for pain beyond endurance. It's the new vice commandant, who's made it his personal mission to teach Violet exactly how powerless she is, unless she betrays the man she loves. . Although Violet's body might be weaker and frailer than everyone else's, she still has her wits―and a will of iron. And leadership is forgetting the most important lesson Basgiath has taught her: Dragon riders make their own rules. . But a determination to survive won't be enough this year. Because Violet knows the real secret hidden for centuries at Basgiath War College―and nothing, not even dragon fire, may be enough to save them in the end.",N/A,N/A,es
La Hermandad de Las Malas Hijas,['Vanessa Montfort'],2024-02-20,[],N/A,N/A,N/A,es
9 de Noviembre / November 9,['Colleen Hoover'],2024-05-28,['Fiction'],"Por la autora de Romper el círculo Colleen Hoover, un fenómeno imparable. Autora Bestseller #1 del New York Times MÁS DE 2 MILLONES DE EJEMPLARES VENDIDOS Una inolvidable historia de amor entre un escritor y su inesperada musa. Ben y Fallon se conocen por casualidad un 9 de noviembre cuando sus vidas están cambiando. Ella está a punto de instalarse en Nueva York para perseguir su sueño de convertirse en actriz de teatro, y Ben quiere ser escritor. Pasan el día juntos, pero la intensidad de lo que comparten los lleva a fijar una cita anual: cada 9 de noviembre, durante los próximos cinco años, se volverán a ver. Una cita para revivirlo todo. Una cita para entenderlo todo. Y desafiar lo imposible... «Tal vez no me creas, pero lo único que quiero es que seas feliz. Es lo que he querido siempre, y haré lo que haga falta para conseguirlo, aunque para ello sea necesario que me olvides.» ENGLISH DESCRIPTION An unforgettable love story between a writer and his unexpected muse. Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in Los Angeles together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist. Can Ben's relationship with Fallon--and simultaneously his novel--be considered a love story if it ends in heartbreak?",N/A,N/A,es
Alguien Ha Vuelto / One of Us Is Back,['Karen M McManus'],2024-02-20,[],"UN NUEVO JUEGO. UN ANTIGUO SECRETO. LA ÚLTIMA OPORTUNIDAD. Al principio, el misterioso cartel parece una broma de mal gusto: «Es hora de un nuevo juego, Bayview». Pero cuando alguien desaparece, queda claro que este «juego» se ha vuelto serio, y nadie entiende las reglas. Todo el mundo puede ser la siguiente víctima. Y ahora que alguien inesperado ha vuelto a Bayview, las cosas empiezan a ser mortales. Simon tenía razón sobre los secretos: al final, todos salen a la luz. ENGLISH DESCRIPTION The global phenomenon returns with the third book in the One of Us Is Lying series, from #1 New York Times bestselling author Karen M. McManus. When someone from the Bayview Four's past resurfaces, history begins to repeat itself--and the consequences are deadly. The third time's a charm. It's been almost two years since Simon died in detention, and the aftermath has been hard to shake. First the Bayview Four had to prove they weren't killers. Then a new generation outwitted a vengeful copycat. Now the entire Bayview Crew is back home for the summer, and everyone is trying to move on. Only, this is Bayview, and life is never that simple. At first the mysterious billboard seems like a bad joke: Time for a new game, Bayview. But when a member of the Bayview Crew disappears, it's clear this ""game"" is serious--and whoever's in charge isn't sharing the rules. Or maybe there aren't any. Bronwyn. Cooper. Addy. Nate. Maeve. Phoebe. Knox. Luis. Kris. Everyone's a target. And now that someone unexpected has returned to Bayview, things could start getting deadly. The thing is, Simon was right about secrets--they all come out eventually. And Bayview has a lot it's still hiding.",N/A,N/A,es
The Witch's Lens,['Luanne G. Smith'],2023-10-03,['Fiction'],"As World War I rages, there are evils--both living and dead--that only a witch can see in a spellbinding novel by the Amazon Charts and Washington Post bestselling author of The Raven Spell. With her husband off fighting at World War I's eastern front, Petra Kurková embraces her fleeting freedom, roaming the city at night with her camera. A born witch, she's discovered that she can capture the souls of the dead on film. Her supernatural skills don't go unnoticed by the enigmatic Josef Svoboda. He's recruiting a team of sorcerers to infiltrate the front lines, where the bloodshed of combat has resurrected foul creatures. Petra's unique abilities will be needed against the most dangerous enemies of all--those ever present, undead, and unseen. Deep in the cursed Carpathian Mountains, the ragtag team meets with an emissary of an ancient organization founded to maintain balance between worlds. Photographing the escalating horrors is beyond anything Petra imagined. So are the secrets among her fellow witches. But Petra can't turn back. Not before she discovers her husband's fate and the myriad ways her magic is manifesting. To defeat an occult foe, Petra must release the power she's been concealing for so long, or risk damning a war-torn world to ashes.",N/A,N/A,en
Mauvais sang,['Ruth Ames'],2012-09,['Juvenile Fiction'],"Titre qui s'insère dans une collection de romans tissant une intrigue d'épouvante sur fond de tranches de vie de fillettes contemporaines américaines. Sous ce titre: à l'âge de douze ans, Alexandra devient une jeune vampire. Un secret qui lui complique sérieusement l'existence et qu'elle n'a pas même osé avouer à sa famille! La jeune fille espère que son déménagement à Santa Monica (Los Angeles, Californie) lui permettra de prendre un nouveau départ. Dès la première journée, elle se promet d'ailleurs d'intégrer le groupe de Pénélope Olsen, la fille la plus populaire de l'école. Et elle compte sur le poste de costumière qu'elle décroche dans la troupe de théâtre pour l'aider à mener à bien son projet. Or, le soleil brûlant de la Californie et les métamorphoses en chauve-souris qui surviennent sans crier gare lorsqu'elle est nerveuse constituent de sérieux obstacles à son intégration dans ce nouvel établissement. Établissement où sont à l'oeuvre des Ténébreux, ces vampires qui déshonorent leur race en continuant de se nourrir du sang humain et non d'un substitut appelé Sangra. Avec de nouvelles amitiés qui viennent d'où elle ne les attendait pas, Alex réussira-t-elle à anéantir ces forces maléfiques? [SDM].",N/A,N/A,fr
Her Final Words,['Brianna Labuskes'],2020-08,['Fiction'],"A shocking thriller by the bestselling author of Girls of Glass. It seems like an open-and-shut case for FBI special agent Lucy Thorne when Eliza Cook walks into the field office. The teenage girl confesses to murdering a young boy. Disturbingly composed, she reveals chilling details only the killer could know. Beyond that Eliza doesn't say another word, leaving a vital question met with dead silence: Why did she do it? To find the answer, Lucy goes to the scene of the crime in the small Idaho town of Knox Hollow. But Lucy's questions are only mounting. Especially when she's drawn deeper into the life of the victim. Then a combing of the woods yields unsettling evidence that Eliza isn't the only one in this close-knit rural community with secrets. Getting to the truth is becoming Lucy's obsession. And it's a dangerous one. Because for the good folks of Knox Hollow, hiding that truth will take more than silence.",4,N/A,en
Nightbane (Spanish Edition),['Axel Aster'],2024-03-19,['Young Adult Fiction'],"Súmate a la ola #Lightlark, el éxito bestseller que ha revolucionado #BookTok. Una reina superviviente. Un origen desconocido. Un futuro incierto. Enamórate en Lightlark. Isla Crown ha ganado el amor de dos poderosos gobernantes y ha roto las maldiciones que plagaron los seis reinos durante siglos, pero los verdaderos orígenes de sus poderes son desconocidos. Ahora, a raíz de una terrible traición, Isla a menudo se distrae con las seductoras atracciones de Lightlark en vez de cumplir con su deber como líder de sus reinos. Peor aún, los otros gobernantes no han aceptado su victoria, o no creen que se haya ganado su ascenso al poder. Mientras la muerte camina hacia Lightlark y los secretos del pasado comienzan a desentrañarse, Isla deberá decidir entre su pueblo y los caprichos del traidor más peligroso de todos: su corazón.",N/A,N/A,es
