title,authors,publishedDate,categories,description,averageRating,textSnippet
Now We are Six,['Alan Alexander Milne'],1970-08,['Juvenile Nonfiction'],"Here are the poems of childhood, of summer days at the beach and rainy days at the window, fishing trips and fanciful ones. Here are Christopher Robin's wheezles and sneezles, James Morrison's wayward mother, and so much more. Bright in color and true in spirit, these books are perfect for giving--to Pooh fans of all ages. Copyright © Libri GmbH. All rights reserved.",N/A,N/A
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition",['C. S. Lewis'],2005-10-25,['Juvenile Fiction'],"The hardcover edition of The Lion, the Witch and Wardrobe now has a movie still image on the jacket!",5,N/A
Artemis Fowl,['Eoin Colfer'],2002,['Juvenile Fiction'],"Artemis Fowl is going straight...as soon as he pulls off the most brilliant criminal feat of his career. But his last job plan goes awry, leaving his loyal bodyguard, Butler, mortally injured. Artemis's only hope of saving his friend is to enlist the help of his old rival, Captain Holly Short of the LEPrecon fairy police. It is going to take a miracle to save Butler, and Artemis's luck may have just run out. . . Praise for ""Artemis Fowl: The Eternity Code"" *""Readers will burn the midnight oil to the finish."" -Publishers Weekly (starred review) .."".the action is fast and furious, the humor is abundant, characterizations are zany, and the boy genius works wonders--all of which add up to another wild ride for Artemis' fans."" - Booklist ""Colfer's young antihero might be getting more likeable all the time, but that hasn't taken the edge off the Tom-Clancy-meets-Harry-Potter action."" - Amazon.com",N/A,N/A
Pyramids,['Terry Pratchett'],1990,['Fiction'],"Set in the desert kingdom of Djelibeybi, Pyramids follows the adventures and, more often, misadventures of Teppic, a teenage pharoah faced with a terror-filled world of mad high priests, sacred crocodiles, marching mummies and exploding pyramids.",N/A,N/A
The Wizard of Oz,['Lyman Frank Baum'],2016-04,['Cyclones'],"A perfect first introduction to the classic American story of Dorothy and her journey along the Yellow Brick Road. Simply told with gentle, amusing rhyming text. Part of the Ladybird 'First Favourite Tales' series - a perfect introduction to fairy tales for preschoolers - it contains amusing pictures and lots of funny rhythm and rhyme to delight young children. Ideal for reading aloud and sharing with children aged 2-4 year olds.",N/A,N/A
Where the Wild Things are,['Maurice Sendak'],1963,['Juvenile Fiction'],"Max is sent to bed without supper and imagines sailing away to the land of Wild Things, where he is made king. Winner, 1964 Caldecott MedalNotable Children's Books of 1940-1970 (ALA)1981 Boston Globe-Horn Book Award for Illustration1963, 1982 Fanfare Honor List (The Horn Book)Best Illustrated Children's Books of 1963, 1982 (NYT)A Reading Rainbow Selection1964 Lewis Carroll Shelf AwardChildren's Books of 1981 (Library of Congress)1981 Children's Books (NY Public Library)100 Books for Reading and Sharing 1988 (NY Public Library)",N/A,N/A
Eragon,['Christopher Paolini'],2005,['Juvenile Nonfiction'],"When Eragon finds a polished stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy",5,N/A
The Plague of Fantasies,['Slavoj Žižek'],1997,['Computers'],"Slavoj Zizek is, without doubt, one of the most stimulating and vibrant thinkers of our time, and his idiosyncratic blend of Lacan and Hegel is always sparkling with insight and studded with amusing stories, anecdotes and jokes. In The Plague of Fantasies Zizek approaches another enormous subject with characteristic brio and provocativeness. The current epoch is plagued by fantasms: there is an ever intensifying antagonism between the process of ever greater abstraction of our lives—whether in the form of digitalization or market relations—and the deluge of pseudo-concrete images which surround us. Traditional critical thought would have sought to trace the roots of abstract notions in concrete social reality; but today, the correct procedure is the inverse—from pseudo-concrete imagery to the abstract process which structures our lives. Ranging in his examples from national differences in toilet design to cybersex, and from intellectuals' responses to the Bosnian war to Robert Schumann's music, Zizek explores the relations between fantasy and ideology, the way in which fantasy animates enjoy-ment while protecting against its excesses, the associations of the notion of fetishism with fantasized seduction, and the ways in which digitalization and cyberspace affect the status of subjectivity. To the already initiated, The Plague of Fantasies will be a welcome reminder of why they enjoy Zizek's writing so much. For new readers, it will be the beginning of a long and meaningful relationship.",3.5,N/A
The Land of Oz,['Lyman Frank Baum'],1904,"[""Children's stories, American""]","Tip and his creation, Jack Pumpkin, run away to Oz where they save the city after it is captured by girls.",4.5,N/A
The Life and Adventures of Santa Claus,['Lyman Frank Baum'],1902,"[""Children's literature""]","A human foundling child, adopted by a wood-nymph and raised by the creatures who inhabit a magical forest, grows up to be the immortal Santa Claus.",N/A,N/A
Horton Hears a Who!,['Dr. Seuss'],1982,['Juvenile Fiction'],Presents three classic Dr. Seuss tales in one audio collection.,2,N/A
The Chronicles of Narnia - the Horse and His Boy,['C. S. Lewis'],2014-12-01,"[""Children's stories""]","Bree, the talking horse, has been kidnapped from Narnia, and longs to return. Shasta decides to run away with him. Before they know it, they are on a wild and dangerous journey together, through strange cities, eerie tombs and harsh deserts.",N/A,N/A
Karlson on the Roof,"['Astrid Lindgren', 'Patricia Crampton']",1975,"[""Children's literature, Swedish""]","Midge is the youngest in his family and he often feels that no one really understands him. But everything changes the evening Karlson flies in through Midge's open window. Karlson is a chubby little man with a propeller on his back, the world's Best Karlson full of jokes and tricks, and he lives in a small house high up on the rooftops. Midge has never had a better companion. That is, until something special happens on his birthday...",N/A,N/A
The Story of Doctor Dolittle,['Hugh Lofting'],1995,['Animals'],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",N/A,N/A
Harry Potter and the Order of the Phoenix,['J.K. Rowling'],2003-06-21,['Juvenile Fiction'],"As Harry faces his upcoming fifth year at Hogwarts Academy, there are increasing rumors of dark times coming and of Lord Voldemort's return to power, and a secret anti-Voldemort society, The Order of the Phoenix, begins meeting again.",N/A,N/A
The Last Olympian,['Rick Riordan'],2009,['Juvenile Fiction'],"Includes a sneak peak at ""The heroes of Olympus, book 1: The lost hero.""",5,N/A
Daughter of the Forest,['Juliet Marillier'],2002-02-18,['Fiction'],Fantasy-roman.,4.5,N/A
Keeper of the Lost Cities,['Shannon Messenger'],2012-10-02,['Juvenile Nonfiction'],"At age 12, Sophie learns that the remarkable abilities that have always caused her to stand out identify her as an elf. After being brought to Eternalia to hone her skills, she discovers that she has secrets buried in her memory for which some would kill.",4.5,N/A
Mary Poppins Opens the Door,['P. L. Travers'],1991-03,['Juvenile Fiction'],"Mary Poppins returns to the Banks family in a rocket and involves the Banks children in more magical adventures, including those with Peppermint Horses, the Marble Boy, and the Cat That Looked at the King.",N/A,N/A
Northern Lights,['Philip Pullman'],2001,['Arctic regions'],"Twelve year-old Lyra Belacqua is drawn into a savage struggle among the armoured bears and witch-clans of the Arctic, where a scientific research station is carrying out experiments too horrible to be spoken about. In order to survive, she must leave her childhood behind and venture beyond the Northern Lights.",N/A,N/A
"The Lion, the Witch and the Wardrobe",['Clive Staples Lewis'],1998,['Adventure stories'],New abridged version with full col. illus. for younger readers. 7 yrs+,N/A,N/A
Where the Wild Things Are,[],1988-11-09,['Juvenile Fiction'],"In the forty years since Max first cried ""Let the wild rumpus start,"" Maurice Sendak's classic picture book has become one of the most highly acclaimed and best-loved children's books of all time. Now, in celebration of this special anniversary, introduce a new generation to Max's imaginative journey to where the wild things are.",N/A,N/A
The wonderful adventures of Nils,['Selma Lagerlöf'],1957,['Sweden'],N/A,N/A,N/A
A Court of Mist and Fury,['Sarah J. Maas'],2016,['Fiction'],"A gorgeously written tale as lush and romantic as it is ferocious ... Absolutely spellbinding - New York Times bestselling author Alexandra Bracken on A Court of Thorns and RosesFeyre survived Amarantha's clutches to return to the Spring Court - but at a steep cost. Though she now possesses the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, the mesmerising High Lord of the feared Night Court. As Feyre navigates his dark web of political games and tantalising promises, a greater evil looms - and she might be key to stopping it. But only if she can step into her growing power, heal her fractured soul and have the courage to shape her own future - and the future of a world cloven in two.Sarah J. Maas is a global #1 bestselling author. Her books have sold more than nine million copies and been translated into 37 languages. Discover the sweeping romantic fantasy for yourself.Contains mature content. Not suitable for younger readers.",5,N/A
Fantastic Beasts and where to Find Them,['J. K. Rowling'],2016,['Juvenile Nonfiction'],"Newly arrived in New York city in 1926, Newt Scamander does not expect to stay long, that is, until his magical case is misplaced and some of his fantastic beasts escape.",N/A,N/A
Charlie and the Chocolate Factory,['Roald Dahl'],1979,"[""Children's plays""]",N/A,N/A,N/A
The Moomins and the Great Flood,['Tove Jansson'],2012,"[""Children's stories""]","The first Moomin story. Moomin, Moominmamma and Sniff search through forest and flood for long lost Moominpappa. In a series of adventures along the way, they encounter Hemulens, stranded kittens and the blue-haired Tulippa.",N/A,N/A
The Talisman,"['Stephen King', 'Peter Straub']",1984,['Fiction'],"On a brisk autumn day, a thirteen-year-old boy stands on the shores of the gray Atlantic, near a silent amusement park and a fading ocean resort called the Alhambra. The past has driven Jack Sawyer here: his father is gone, his mother is dying, and the world no longer makes sense. But for Jack everything is about to change. For he has been chosen to make a journey back across America–and into another realm. One of the most influential and heralded works of fantasy ever written, The Talisman is an extraordinary novel of loyalty, awakening, terror, and mystery. Jack Sawyer, on a desperate quest to save his mother’s life, must search for a prize across an epic landscape of innocents and monsters, of incredible dangers and even more incredible truths. The prize is essential, but the journey means even more. Let the quest begin. . . .",4.5,N/A
Five Children and it,['Edith Nesbit'],1959,['Juvenile Fiction'],"Be careful what you ask for. You may get it! That's the message in this delightful tale of five youngsters who discover a bizarre sand creature that grants wishes. There's a catch, of course: the wishes come undone at sunset, and worse yet, things often get out of hand!",N/A,N/A
Wizard of Oz,['L. Frank Baum'],1986-11-01,['Juvenile Fiction'],"After being transported by a cyclone to the Land of Oz, Dorothy and her dog are befriended by a scarecrow, a tin man, and a cowardly lion, who accompany her to the Emerald City to look for a wizard who can help Dorothy return home to Kansas.",N/A,N/A
The Handmaid's Tale,['Margaret Atwood'],1996,['Fiction'],"The Republic of Gilead offers Offred only one function: to breed . If she deviates, she will, like dissenters, be hanged at the wall or sent out to die slowly of radiation sickness. But even a repressive state cannot obliterate desire - neither Offred's n",N/A,N/A
The House at Pooh Corner,['Alan Alexander Milne'],1961,['Juvenile Fiction'],"This deluxe edition of Milnes classic work is a stunning companion to the ""Winnie-the-Pooh 80th Anniversary Edition."" The interior features the unabridged text and Shepards charming illustrations in full color on cream-colored stock, along with a die-cut window that reveals the full-color art on the case cover.",N/A,N/A
Through the Looking Glass,[],1949,['English fiction'],N/A,N/A,N/A
Mary Poppins Comes Back,['P. L. Travers'],1981-01-01,['Fiction'],"Order and excitement return to the Banks household when their governess, Mary Poppins, arrives on the end of a kite.",N/A,N/A
Anansi Boys,['Neil Gaiman'],2006,['Anansi (Legendary character)'],"Charlie Nancy leads a normal, boring existence in London. However, when he calls the U.S. to invite his estranged father to his wedding, he learns that the man just died. After jetting off to Florida for the funeral, Charlie not only discovers a brother he didn't know he had, but also learns that his father was the West African trickster god, Anansi. Charlie's brother, who possesses his own magical powers, later visits him at home and spins Charlie's life out of control, getting him fired, sleeping with his fiancée, and even getting him arrested for a white-collar crime. Charlie fights back with assistance from other gods, and that's when the real trouble begins. They lead the brothers into adventures that are at times scary or downright hysterical. At first Charlie is overwhelmed by this new world, but he is Anansi's son and shows just as much flair for trickery as his brother.",4,N/A
The Cruel Prince,['Holly Black'],2018-01-02,['Courts and courtiers'],"The start of a thrilling new fantasy series from bestselling author Holly Black about a mortal girl who finds herself caught in a dangerous web of royal faerie intrigue. ""Lush, dangerous, a dark jewel of a book . . . intoxicating"" - Leigh Bardugo, #1 New York Times bestselling author of Six of Crows",N/A,N/A
An Ember in the Ashes,['Sabaa Tahir'],2020-09,['Juvenile Fiction'],"BOOK ONE IN THE NEW YORK TIMES BESTSELLING SERIES One of Time Magazine's 100 Best Fantasy Books of All Time Instant New York Times bestseller From #1 New York Times bestselling author Sabaa Tahir Amazon's Best Young Adult Book of 2015 People's Choice Award winner - Favorite Fantasy Bustle's Best Young Adult Book of 2015 ""This novel is a harrowing, haunting reminder of what it means to be human -- and how hope might be kindled in the midst of oppression and fear."" -- The Washington Post ""An Ember in the Ashes could launch Sabaa Tahir into JK Rowling territory...It has the addictive quality of The Hunger Games combined with the fantasy of Harry Potter and the brutality of Game of Thrones.""--Public Radio International ""An Ember in the Ashes glows, burns, and smolders--as beautiful and radiant as it is searing.""--Huffington Post ""A worthy novel - and one as brave as its characters."" --The New York Times Book Review Laia is a slave. Elias is a soldier. Neither is free. Under the Martial Empire, defiance is met with death. Those who do not vow their blood and bodies to the Emperor risk the execution of their loved ones and the destruction of all they hold dear. It is in this brutal world, inspired by ancient Rome, that Laia lives with her grandparents and older brother. The family ekes out an existence in the Empire's impoverished backstreets. They do not challenge the Empire. They've seen what happens to those who do. But when Laia's brother is arrested for treason, Laia is forced to make a decision. In exchange for help from rebels who promise to rescue her brother, she will risk her life to spy for them from within the Empire's greatest military academy. There, Laia meets Elias, the school's finest soldier--and secretly, its most unwilling. Elias wants only to be free of the tyranny he's being trained to enforce. He and Laia will soon realize that their destinies are intertwined--and that their choices will change the fate of the Empire itself.",N/A,N/A
Doctor Dolittle,['Hugh Lofting'],1967,['Medical'],This treasury contains selections from eight of the original Dr. Dolittle books in which readers meet the lovable man who can talk to the animals.,N/A,N/A
The Gunslinger,['Stephen King'],1982,['Fiction'],The End Is Near. Start At The Beginning.Prepare for the climax of Stephen King's career...Get ready for the final Dark Tower books this fall...Stock up on the first Dark Tower book this summer...The #I BestsellerBook one in mass market paperback from Signet!,4,N/A
The Tombs of Atuan,['Ursula K. Le Guin'],1974,"[""Children's stories""]","THE TOMBS OF ATUAN Book Two of Ursula K. Le Guin's Earthsea Cycle Now a SCI FI Original Miniseries! When young Tenar is chosen as high priestess to the ancient and nameless Powers of the Earth, everything is taken away from her-home, family, possessions, even her name. She is now known only as Arha, the Eaten One, guardian of the labyrinthine Tombs of Atuan, shrouded in darkness. When a young wizard, Ged Sparrowhawk, comes to steal the Tombs' greatest hidden treasure, the Ring of Erreth-Akbe, Tenar's rightful duty is to protect the Tombs. But Ged also brings with him the light of magic and tales of a brighter world Tenar has never known. Will Tenar risk everything to escape the darkness that has become her domain? With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.",N/A,N/A
The Fellowship of the Ring,['John Ronald Reuel Tolkien'],2003-09-05,['Fiction'],FIRST IN THE LORD OF THE RINGS TRILOGY.,5,N/A
The Magician's Nephew,['Clive Staples Lewis'],1986,['Fiction'],Our hardcover and paperback digest editions of THE CHRONICLES OF NARNIA are now graced with new jacket and cover art by 2-time Caldecott medalist David Wiesner.,N/A,N/A
Brisingr,['Christopher Paolini'],2009-09,['Juvenile Nonfiction'],"Following the colossal battle against the Empire's warriors, Eragon and Saphira narrowly escaped with their lives. But more awaits the Rider and his dragon, as Eragon finds himself bound by promises he may not be able to keep, including his oath to cousin",5,N/A
Magician's Nephew,['Clive Staples Lewis'],1955,['Fantasy'],"When Digory and Polly try to return the wicked witch Jadis to her own world, the magic gets mixed up and they all land in Narnia where they witness Aslan blessing the animals with human speech.",N/A,N/A
The Lost Princess of Oz,['L. Frank Baum'],2004-09,['Juvenile Fiction'],An unabridged reprint of the original published in 1917.,N/A,N/A
Six of Crows,['Leigh Bardugo'],2015,['Brigands and robbers'],"Six of Crows is the first installment in Leigh Bardugo¿s new series which takes place in the same universe as her immensely popular Grisha trilogy. If you are unfamiliar with her debut series, this one might be a little confusing as it is written with the understanding that the reader already has a grasp on the world involving Grisha. Bardugo¿s writing immediately drew me in, her world is rich, her characters are complex, and the story line provided plenty of twists that kept me guessing till the end. Though the characters in this novel are in their teens, they could have easily been written as older characters with burdensome backstories and intelligent personalities.",N/A,N/A
The Horse and His Boy,['Clive Staples Lewis'],1970,['Juvenile Fiction'],Our hardcover and paperback digest editions of THE CHRONICLES OF NARNIA are now graced with new jacket and cover art by 2-time Caldecott medalist David Wiesner.,N/A,N/A
The Wizard of Oz,['Lyman Frank Baum'],2002,['Juvenile Fiction'],"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",4,N/A
Fox In Socks,"['Dr. Seuss', ""Random House Children's Books""]",1980-01-01,"[""Children's stories""]",The smart Fox uses difficult tongue twisters to get the confused Mr. Knox in trouble with his tongue.,N/A,N/A
The Little Ghost,['Otfried Preussler'],1967,['Juvenile Nonfiction'],"A little ghost who always wanted to see the town by daylight creates chaos when he does, and finds himself unable to be a night ghost again.",N/A,N/A
The Lightning Thief,['Rick Riordan'],2005,['Camps'],"After learning that he is the son of a mortal woman and Poseidon, god of the sea, twelve-year-old Percy is sent to a summer camp for demigods like himself, and joins his new friends on a quest to prevent a war between the gods.",N/A,N/A
Magician's Gambit,['David Eddings'],1983,['Fiction'],"Princess Ce'Nedra joins the young farm boy, Garion, in the struggle to find the magical Orb and defeat the power of an evil sorcerer",3,N/A
The hunger games,['Suzanne Collins'],2012,['YOUNG ADULT FICTION'],"By winning the Hunger Games, Katniss and Peeta have secured a life of safety and plenty for themselves and their families, but because they won by defying the rules, they unwittingly become the faces of an impending rebellion. |",N/A,N/A
Lodestar,['Shannon Messenger'],2016-11,['Juvenile Fiction'],"Betrayed by one of their closest allies, Sophie's whole word has been turned inside out. The battles are shaping up and the stakes have never been higher ...",N/A,N/A
Mrs Frisby and the Rats of NIMH,"[""Robert C. O'Brien""]",1971,['Animals'],"A fabulous adventure about the mysterious, ultra - intelligent rats, their past and their secret connection with Mrs. Frisby's late husband. Age 9+ 200 pages",N/A,N/A
The Road to Oz,['Lyman Frank Baum'],1979-10-12,['Fiction'],Dorothy and her friends follow the enchanted road to Oz and arrive in time for Ozma's birthday party.,N/A,N/A
The Road to Oz,['L. Frank Baum'],1986-02-12,['Fiction'],"Book 5 of L. Frank Baum's immortal OZ series, in whcih Dorothy and the Shaggy Man inexplicably find themselves in Oz, where they meet Polychrome, the abandoned daughter of the Rainbow, and a host of others on their way to Ozma's lavish birthday party.",N/A,N/A
Game of Thrones,['George R. R. Martin'],2016,['Battles'],N/A,N/A,N/A
Crown of Midnight,['Sarah J. Maas'],2013-08-27,['Juvenile Fiction'],"It puts this entire castle in jeopardy ... and the life of your friend.""",3.5,N/A
"Wonderful Wizard of Oz Interactive, the [Illustrated with Interactive Elements]",['L. Frank Baum'],2021,['Fiction'],"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",N/A,N/A
The Scarecrow of Oz,['L. Frank Baum'],1915,['Adventure and adventurers'],"The adventures of Trot and Cap'n Bill take them to Oz where they help solve the problem of Pon, whose true love's heart has been turned to ice by witches.",N/A,N/A
The Farthest Shore,['Ursula K. Le Guin'],1984,['Fiction'],"Book Three of Ursula K. Le Guin's Earthsea Cycle Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it. With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.",N/A,N/A
The Wizard of Oz,['Lyman Frank Baum'],1981-08,['Juvenile Fiction'],"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return home to Kansas. Illustrated with stills from the motion picture.",N/A,N/A
The Magic Finger,['Roald Dahl'],1996,['Fiction'],"Angered by a neighboring family's sport hunting, an eight-year-old girl turns her magic finger on them.",N/A,N/A
The Foot Book,['Dr. Seuss'],1968-10-12,['Juvenile Fiction'],Beginner's text describes all sorts of feet doing all sorts of things.,N/A,N/A
The Lost Sisters,['Holly Black'],2018,['Electronic books'],"Sometimes the difference between a love story and a horror story is where the ending comes...Half-apology and half-explanation, it turns out that Taryn has some secrets of her own to reveal. The Lost Sisters The Cruel Prince, by master writer Holly Black.",N/A,N/A
Mistborn,['Brandon Sanderson'],2007,['Fiction'],Fantasy roman.,4,N/A
The Assault on Truth,['Jeffrey Moussaieff Masson'],1992,['Family & Relationships'],"In 1896, Sigmund Freud presented his revolutionary ""seduction theory,"" arguing that acts of sexual abuse and violence inflicted on children are the direct cause of adult mental illness. Nine years later, Freud completely reversed his position, insisting that these sexual memories were actually fantasies that never happened. Why did Freud retract the seduction theory? And why has the psychoanalytic community gone to such lengths to conceal that retraction? In this landmark book, drawing on his unique access to formerly sealed and hidden papers, Jeffrey Moussaieff Masson dares to uncover the truth about this critical turning point in Freud's career and its enduring impact on the theory and practice of psychoanalysis. The Assault on Truth reveals a reality that neither Freud nor his followers could bear to face. Bracing in its honesty, gripping its revelations, this is the book that prompted Masson's break with the psychoanalytic community-and launched his subsequent brilliant career as an independent thinker and writer.",N/A,N/A
The Ones who Walk Away from Omelas,['Ursula K. Le Guin'],1993,['Conduct of life'],Some inhabitants of a peaceful kingdom cannot tolerate the act of cruelty that underlies its happiness.,5,N/A
