title,authors,publishedDate,categories,description,averageRating,textSnippet
Modern Classics Tender Is the Night,['F. Scott Fitzgerald'],2001-04-03,['Fiction'],"Between the First World War and the Wall Street Crash the French Riviera was the stylish place for wealthy Americans to visit. Among the most fashionable are the Divers, Dick and Nicole who hold court at their villa. Into their circle comes Rosemary Hoyt, a film star, who is instantly attracted to them, but understands little of the dark secrets and hidden corruption that hold them together. As Dick draws closer to Rosemary, he fractures the delicate structure of his marriage and sets both Nicole and himself on to a dangerous path where only the strongest can survive. In this exquisite, lyrical novel, Fitzgerald has poured much of the essence of his own life; he has also depicted the age of materialism, shattered idealism and broken dreams.",N/A,N/A
A Farewell to Arms,[],1944,[],N/A,N/A,N/A
"A Time to Dance, No Time to Weep",['Rumer Godden'],1989,['Biography & Autobiography'],"Spanning the years 1907-1946, this memoir tells of the author's Indian upbringing, her marriage to a charming but weak stockbroker, her life with two children, alone and in poverty, after his abandonment of them, and of periods of great distress punctuated by the publication and international success of her early novels. 28 photos.",N/A,N/A
Peril at End House,['Agatha Christie'],1991,['Fiction'],Pit Poirot against peril and you get perfection. Someone is stalking the lady of End House. She claims her only friend is a ghost. Hercule Poirot has his more earthbound theories of what's happening.,N/A,N/A
That They May Face the Rising Sun,['John McGahern'],2009,['English / Ireland / Fiction'],"That They May Face the Rising Sun was the last novel from John McGahern, one of Ireland's greatest novelists. Joe and Kate Ruttledge have come to Ireland from London in search of a different life. In passages of beauty and truth, the drama of a year in their lives and those of the memorable characters that move about them unfolds through the action, the rituals of work, religious observances and play. We are introduced, with deceptive simplicity, to a complete representation of existence - an enclosed world has been transformed into an Everywhere.",N/A,N/A
In a Free State,['V. S. Naipaul'],2011-04,['Civil war'],"The central novel from V.S. Naipaul's Booker Prize-winning narrative of displacement, published for the first time in a stand-alone edition In a Free State: The Novel is set in Africa, in a place like Uganda or Rwanda, and its two main characters are English. They had once found liberation in Africa. But now Africa is going sour on them. The land is no longer safe, and at a time of tribal conflict they have to make a long drive to the safety of their compound. At the end of this drive - the narrative tight, wonderfully constructed, the formal and precise language always instilled with violence and rage - we know everything about the English characters, the African country, and the Idi Amin-like future awaiting it. This is one of V. S. Naipaul's greatest novels, hard but full of pity. It won the Booker Prize, in its original edition, in 1971.",N/A,N/A
In a Free State,['V. S. Naipaul'],2020,['Fiction'],One out of many -- Tell me who to kill -- In a free state.,N/A,N/A
And Then There Were None,['Agatha Christie'],N/A,['English'],N/A,N/A,N/A
The Phonology of English as an International Language,['Jennifer Jenkins'],2000-07-27,['Foreign Language Study'],"This book advocates a new approach to pronunciation teaching, in which the goal is mutual intelligibility among non-native speakers, rather than imitating native speakers. It will be of interest to all teachers of English as an International Language, especially Business English. It proposes a basic core of phonological teaching, with controversial suggestions for what should be included.",N/A,N/A
The Inheritance of Loss,['Kiran Desai'],2006,['Fiction'],"In a crumbling, isolated house at the foot of Mount Kanchenjunga in the Himalayas lives an embittered judge who wants only to retire in peace, when his orphaned granddaughter, Sai, arrives on his doorstep. The judgeʼs cook watches over her distractedly, for his thoughts are often on his son, Biju, who is hopscotching from one gritty New York restaurant to another. Kiran Desaiʼs brilliant novel, published to huge acclaim, is a story of joy and despair. Her characters face numerous choices that majestically illuminate the consequences of colonialism as it collides with the modern world. Winner of 2006 Man Booker Prize.",N/A,N/A
Virgin Soil,"['Ivan Turgenev', 'R. S. Townsend']",2014-10-17,['Fiction'],"TURGENEV was the first writer who was able, having both Slavic and universal imagination enough for it, to interpret modern Russia to the outer world, and Virgin Soil was the last word of his greater testament.",N/A,N/A
A Passage to India,['Edward Morgan Forster'],1978,['British'],"In this Readers' Guide, Betty Jay considers the establishment of Forster's reputation and the various attempts of critics to decipher the complex codes that are a feature of his novel. Successive chapters focus on debates around Forster's liberal-humanism, with essays from F. R. Leavis, Lionel Trilling and Malcolm Bradbury; on the indeterminacy and ambiguity of the text, with extracts from essays by Gillian Beer, Robert Barratt, Wendy Moffat and Jo-Ann Hoeppner Moran; and on the sexual politics of Forster's work, with writings from Elaine Showalter, Frances L. Restuccia and Eve Dawkins Poll. The Guide concludes with essays from Jeffrey Meyers and Jenny Sharpe, who read A Passage to India in terms of its engagement with British imperialism.",N/A,N/A
Dead Man's Folly,['Agatha Christie'],1956,['Detective and mystery stories'],"Sir George and Lady Stubbs hit upon the novel idea of staging a mock murder mystery. In good faith, Ariadne Oliver, the well-known crime writer, agrees to organize their murder hunt and calls her friend Hercule Poirot for his expert assistance.",N/A,N/A
More Tales of the Unexpected,['Roald Dahl'],1980,['Fiction'],Dahl is a master at introducing readers to a new sense of what lurks beneath the ordinary.,3,N/A
Bloodline,['Sidney Sheldon'],1993,['Fiction'],"The daughter of a rich and powerful father, Elizabeth Roffe is young, beautiful - and sole heir to a billion dollar fortune. Then tragedy strikes. Her father is killed in a freak accident and Elizabeth must take command of his mighty global empire, the pharmaceutical company Roffe and Sons. It makes Elizabeth the richest girl in the world. But someone, somewhere, is determined that she must die. From the backstreets of Istanbul to the upmarket offices of New York, Bloodline is a hypnotic tale of love and ambition, danger, intrigue and death.",N/A,N/A
A Time to Kill,['John Grisham'],1996,['Fiction'],Courtroom drama of an inhuman crime.,4,N/A
Killing Floor,['Lee Child'],1998,['Fiction'],"A former military policeman, Jack Reacher is passing through Margrave, Georgia, on his way to nowhere in particular when four policemen arrive to arrest him for a murder he did not commit, in critically acclaimed suspense novel. Reprint. NYT.",2,N/A
Language Testing,['Timothy Francis McNamara'],2000-02-10,['Foreign Language Study'],"This book offers a succinct theoretical introduction to the basic concepts in language testing in a way that is easy to understand. In the Japanese context, this book is highly recommended for university faculty members involved in obtaining assessment literacy, teachers who want to validate their exploratory teaching and testing, or applied linguistics students new to the language testing field. The book is divided into four main sections. The first provides an overview of the principles of language testing. The next contains short extracts from the testing literature with questions which stimulate further thinking. Section 3 is a list of references with brief annotations and Section 4 a glossary of referenced testing terms.",3.5,N/A
Nineteen Eighty-four,['George Orwell'],1965,['English'],N/A,N/A,N/A
Watching the English,['Kate Fox'],2014,['England'],"In this completely revised and updated edition of international bestseller WATCHING THE ENGLISH, anthropologist Kate Fox takes a revealing look at the quirks, habits and foibles of the English people. Now with new survey data to add weight to her original fieldwork findings, and more extensive field-research and experiments to back up earlier observations, Kate Fox has deciphered yet more enigmatic behaviour codes, adding new rules, new subcultures, new chapters and over 100 updates. If you're English, this new edition of Kate Fox's acclaimed international bestseller will make you stand back and re-examine everything you take for granted - and if you aren't English you'll finally understand all our peculiar little ways. WATCHING THE ENGLISH has sold more than half a million copies and has been translated into many languages. Not only a worldwide bestseller, but also a set text for university anthropology courses, WATCHING THE ENGLISH has been widely praised as a revealing and entertaining dissection of the English national character.",N/A,N/A
Wuthering Heights,[],1970,['Motion pictures'],N/A,N/A,N/A
The Great Gatsby,['F. Scott Fitzgerald'],1993,['Fiction'],"""One of the classics of twentieth-century literature, The Great Gatsby is now available in a definitive, textually accurate edition. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan has been acclaimed by generations of readers. But the first edition contained a number of errors resulting from Fitzgerald's extensive revisions and a rushed production schedule. Subsequent printings introduced further departures from the author's words. This edition, based on the Cambridge critical text, restores all the language of Fitzgerald's masterpiece. Drawing on the manuscript and surviving proof of the novel, along with Fitzgerald's later revisions and corrections, this is the authorized text - The Great Gatsby as Fitzgerald intended it.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",N/A,N/A
Godplayer,['Robin Cook'],1983,['Fiction'],"There have always been many ways to die. But now, in an ultra-modern Hospital there was a new one. The most horrifying one of all.",4,N/A
A Course In Language Teaching Practice And Theory Trainee Book,['Penny Ur'],2005,['English'],"This book provides all the task material, essential reading and worksheets from A Course in Language Teaching, but without background information, bibliographies, notes or solutions. The tasks, which focus on both practical and theoretical aspects, are designed to encourage critical reflection on key topics of language teaching.It is suitable for those studying on a trainer-led course, where the trainer is available to provide input, guidance and feedback.",N/A,N/A
The Giver of Stars,['Jojo Moyes'],2019-10-08,['British'],"Volunteering for Eleanor Roosevelt's new traveling library in small-town Kentucky, an English bride joins a group of independent women whose commitment to their job transforms the community and their relationships.",N/A,N/A
The Country Wife,['William Wycherley'],1965,['Drama'],"The resourceful hero of The Country Wife is Horner, the scourge of stupid husbands and the hope of unhappy wives. Through a single simple ruse Horner helps one woman after another settle accounts with a foolish spouse. Margery, the country wife, upsets his plans when she learns the manners of the city and begins to apply them herself. The Regents Restoration Drama text is based on the first edition of 1675, the last edition to enjoy Wycherley's attention. By the time the second edition appeared he was in prison for debt, having enjoyed too much of his success at the royal court.",N/A,N/A
"Inferno, Alone, and Other Writings",['August Strindberg'],1983-07-01,['English'],N/A,N/A,N/A
Collected Poems and Plays of Rabindranath Tagore,['Rabindranath Tagore'],1937,['Bengali literature'],N/A,5,N/A
On Beauty,['Zadie Smith'],2020,['Fiction'],"Why do we fall in love with the people we do? Why do we visit our mistakes on our children? What makes life truly beautiful? Set between New England and London, On Beauty concerns a pair of feuding families - the Belseys and the Kipps - and a clutch of doomed affairs. It puts low morals among high ideals and asks some searching questions about what life does to love. For the Belseys and the Kipps, the confusions - both personal and political - of our uncertain age are about to be brought close to home- right to the heart of family.",N/A,N/A
A Dictionary of Slang and Unconventional English,['Eric Partridge'],1982,['Americanisms'],N/A,N/A,N/A
My Favourite Wife,['Tony Parsons'],2008,['Fiction'],"Into the booming, gold-rush city of Shanghai fly Bill and Becca Holden with their small daughter Holly. Their new home is Paradise Mansions - a luxurious apartment block full of 'second wives'. When Becca goes home, a friendship between a lonely family man and a neglected mistress grows into something more.",1,N/A
Penguin English Applied Linguistics,['S. Pit Corder'],1973,[],N/A,N/A,N/A
One Fat Englishman,['Kingsley Amis'],2011-06-02,['Fiction'],"Outrageously funny and irreverent, 'One Fat Englishman' is a devastating satire on Anglo-American relations.",N/A,N/A
A Sparrow Falls,['Wilbur Smith'],1977,['Adventure and adventurers'],"'Mark never heard the Mauser shot for the bullet came ahead of the sound. There was only the massive shock in the upper part of his body, and then he was hurled backwards with a violence that drove the air from his lungs.The earth opened before him, and as he fell, there was a sensation of being engulfed in a swirling vortex of blackness and he knew for just a fleeting instant of time that he was dead.' From the trenches of France, General Sean Courtney comes back to fame, fortune and a seat in the Government. Mark Anders, the courageous young South African whom he has come to regard as his own son, returns to nothing, his grandfather murdered, his property seized by an unknown company. At the bottom of the mystery is Sean's son Dirk, the jealous, violent and power-crazed genius whose all-consuming hatred can only end in blood...",N/A,N/A
The Last of the Mohicans,['James Fenimore Cooper'],1952,"['Bumpo, Natty (Ficticious character)']",N/A,N/A,N/A
Emily Wilde's Encyclopaedia of Faeries,['Heather Fawcett'],2024-07,['Fiction'],"Cambridge professor Emily Wilde is good at many things: She is the foremost expert on the study of faeries. She is a genius scholar and a meticulous researcher who is writing the world's first encyclopaedia of faerie lore. But Emily Wilde is not good at people. She could never make small talk at a party -- or even get invited to one. And she prefers the company of her books, her dog, Shadow, and the Fair Folk to other people....",N/A,N/A
The Man Without Qualities,"['Robert Musil', 'Eithne Wilkins', 'Ernst Kaiser']",1979,['Austria'],N/A,N/A,N/A
The Essays of Elia,['Charles Lamb'],1900,['English'],N/A,N/A,N/A
"In Love, in Lucca",['Barbara Cartland'],1997,['English'],The daughter of the Earl and Countess of Berisforde is sent to Italy to broaden her horizons. She is to stay in Lucca where the dreadful Marchese Vitturio is known to have a reputation with women that the girl's mother is already worried about.,N/A,N/A
The Tortoise and the Hare,['Aesop'],1993-02-01,['Rabbit (Legendary character)'],A retelling of Aesop's fable about the race between the boastful hare and the persevering tortoise.,N/A,N/A
Three Men in a Boat,['Jerome Klapka Jerome'],2012,['Bicyle touring'],"'Three Men in a Boat' describes a comic expedition by middle-class Victorians up the Thames to Oxford, and provides snap-shots of London's playground in the late 1880s.",N/A,N/A
The Last Frontier,['Alistair MacLean'],2004,['Fiction'],Michael Reynolds is sent to bring back a noted scientist in possession of a precious secret who has defected to the Soviet Union.,N/A,N/A
"Weep Not, Child",['Ngũgĩ wa Thiongʼo'],1964,['Fiction'],This is a simple and powerful tale of the effects of the Mau Mau war on individuals and families in Kenya.,N/A,N/A
His Last Bow,['Arthur Conan Doyle'],1995-12,"['Detective and mystery stories, English']","'For me, Watson, life is not so interesting, ' says Holmes. 'I loved to read the newspaper, hoping to find some news of an interesting crime for me to investigate or a dangerous criminal for me to catch. Where are all those clever criminals these days?' Then, suddenly, a wild, excited young man runs up the stairs to Holmes' room. He has a story to tell about a strange crime that took place in Norwood. But who is the criminal? And is he dangerous? Life, for Holmes, suddenly starts to get interesting",N/A,N/A
The Story of Language,['Mario Pei'],1949,['English'],N/A,N/A,N/A
The Tea Rose,['Jennifer Donnelly'],2006-05,['Fiction'],"Set in Whitechapel in 1888, THE TEA ROSE is a tale of a love lost and won, of a family's destruction, of murder and revenge -- and one young woman. Fiona Finnegan, the spirited, ambitious daughter of an Irish dock worker, longs to break free from the squalid alleys of Whitechapel. But her dreams fall apart with the sudden death of her father and the disappearance of her childhood love.Fiona flees to New York where she slowly builds a small grocery shop into a thriving tea house. But she cannot forget London. Convinced that her father was murdered, Fiona returns to the streets of her childhood, where she must attempt to bring his killers to justice and restore her family's good name.From the bleak poverty and burgeoning businesses of London to the immigrant districts and glossy lifestyle of Fifth Avenue, from East End dock workers to New York socialites, tHE tEA ROSE is a charming novel of family, fortune, tragedy and tea.'Vividly atmospheric, brilliantly told and great fun to read' Simon Winchester'Bold, brisk and beguiling,tHE tEA ROSE is a splendid brew of a book' Sam twining",N/A,N/A
The Appointment,['Herta M. Ller'],2002-09-07,['Fiction'],From the winner of the IMPAC Award comes a fierce novel about a young Romanian woman's discovery of betrayal in the most intimate reaches of her life.,N/A,N/A
The Man in the Brown Suit,['Agatha Christie'],1949,['Popular literature'],N/A,N/A,N/A
Things Fall Apart,['Chinua Achebe'],1958,['British'],"Okonkwo is a respected leader of the Ibo tribe. When the British colonize his West African village by erecting a church, Okonkwo watches as the beliefs and traditions of his tribe begin to fall apart.",N/A,N/A
Haroun and the Sea of Stories,['Salman Rushdie'],1990,['Fiction'],Haroun's father is a great storyteller. His magical stories bring laughter to the sad city of Alifbay. But one day something goes wrong and his father runs out of stories to tell. Haroun is determined to return the storyteller's gift to his father. So he flies off on the back of the Hoopie bird to the Sea of Stories - and an adventure begins.,N/A,N/A
Havana Bay,['Martin Cruz Smith'],2001,['Fiction'],A novel about the murder of a Russian man in Cuba.,N/A,N/A
A Town Like Alice,"['Nevil Shute', 'Nevil Shute Norway']",1989,['Fiction'],"The story about a young Englishwoman, Jean Paget, and her experiences during World War Two in Malaya and later in the north of Australia.",N/A,N/A
Little Lord Fauntleroy,['Frances Hodgson Burnett'],1987,['American fiction'],N/A,N/A,N/A
Concise Oxford Dictionary,['Judy Pearsall'],1999,['English'],"""This tenth edition of the Concise Oxford Dictionary"" -- ""About"" screen.",N/A,N/A
Hot Water,['Pelham Grenville Wodehouse'],1963,['Fiction'],Mrs. Gedge tries to use her money and influence to get her reluctant husband made U.S. ambassador to France,N/A,N/A
Victorian Literature,['Clement King Shorter'],1897,['English'],N/A,N/A,N/A
Hot Pursuit,['Carolyn Keene'],1991,['Juvenile Fiction'],"While vacationing in the U.S. Virgin Islands, Nancy, Bess, and George become involved in the attempted murder of a rock star.",N/A,N/A
A Quiet Belief in Angels,['Roger Jon Ellory'],2007,['Children'],"Joseph Vaughan's life has been dogged by tragedy. Growing up in the 1950s, he was at the centre of series of killings of young girls in his small rural community. The girls were taken, assaulted and left horribly mutilated. Barely a teenager himself, Joseph becomes determined to try to protect his community and classmates from the predations of the killer. But despite banding together with his friends as 'Guardians', he was powerless to prevent more murders - and no one was ever caught. Only after a full ten years did the nightmare end when the one of his neighbours is found hanging from a rope - with articles from the dead girls around him. Thankfully though, the killings finally ceased. Ill-fortune was not yet done with Joseph though and in desperation he leaves the town of his birth to forge a new life in New York. But the past won't leave him alone - for it seems that the real murderer still lives and is killing again. And the secret of his identity lies in Joseph's own history?",N/A,N/A
Delta of Venus,['Anaïs Nin'],1977,['American fiction'],"This is a collection of short stories which explore the ultimate in sexual possibility, from a female angle.",N/A,N/A
Young Samurai,['Chris Bradford'],2010-03-04,['Juvenile Nonfiction'],"June 1613. Japan is threatened with war and Jack is facing his greatest battle yet. Samurai are taking sides and, as the blood begins to flow, Jack's warrior training is put to the ultimate test. His survival - and that of his friends - depends upon him mastering the Two Heavens, the secret sword technique of the legendary samurai Masamoto Takeshi. But first Jack must recover his father's prize possession from the deadly ninja Dragon Eye. Can Jack defeat his ruthless enemy? Or will the ninja complete his mission to kill the young samurai . . .",5,N/A
Those Barren Leaves,['Aldous Huxley'],1950,['Artists and patrons'],N/A,N/A,N/A
A Good Year,['Peter Mayle'],2006,['English'],"Max Skinner is a man at the heart of London's financial universe until his employers embark on a little asset-stripping of their own. Himself. Amid the grey London drizzle, there is one potential ray of sunshine: Max's Uncle Harry has left him his estate in his will - an eighteenth-century chateau and vineyard an hour's drive from Avignon. Out of a job, and encouraged by his friend Charlie about the money in modern wine, he heads for France. What Max discovers is a beautiful house, wonderful weather and a bustling village. The downside is the quality of the wine in his vineyard, but when Max suggests calling in an expert, Roussel, a former employee of his uncle's, is resistant. Help is at hand, however, when a beautiful blonde Californian arrives unexpectedly at the chateau. Peter Mayle's delightful novel will enchant the audiences who bought A YEAR IN PROVENCE and TOUJOURS PROVENCE in their millions.",N/A,N/A
The English and Their History,['Robert Tombs'],2014,['HISTORY'],"If a nation is a group of people with a sense of kinship, a political identity and representative institutions, then the English have a claim to be the oldest nation in the world. They first came into existence as an idea, before they had a common ruler and before the country they lived in even had a name. They have lasted as a recognizable entity ever since, and their defining national institutions can be traced back to the earliest years of their history. The English have come a long way from those precarious days of invasion and conquest, with many spectacular changes of fortune. Their political, economic and cultural contacts have left traces for good and ill across the world. This book describes their history and its meanings from their beginnings in the monasteries of Northumbria and the wetlands of Wessex to the cosmopolitan energy of today's England. Robert Tombs draws out important threads running through the story, including participatory government, language, law, religion, the land and the sea, and ever-changing relations with other peoples. Not the least of these connections are the ways the English have understood their own history, have argued about it, forgotten it, and yet been shaped by it. These diverse and sometimes conflicting understandings are an inherent part of their identity. Rather to their surprise, as ties within the United Kingdom loosen, the English are suddenly beginning a new period in their long history. Especially at times of change, history can help us to think about the sort of people we are and wish to be. This book, the first single-volume work on this scale for more than half a century, and which incorporates a wealth of recent scholarship, presents a challenging modern account of this immense and continuing story, bringing out the strength and resilience of English government, the deep patterns of division, and yet also the persistent capacity to come together in the face of danger.",N/A,N/A
The Lost World,['Michael Crichton'],1995,['Adventure'],"With the highest grossing film in cinema history, Jurassic Park invented the word dinomania which swept the country in 1993. Now, the events prefaced in the epilogue to that novel are explored in this sequel.",N/A,N/A
The Egoist,['George Meredith'],1912,[],N/A,N/A,N/A
Introducing Literary Theories,['Julian Wolfreys'],2001,['Literary Criticism'],"Introducing Literary Theories is an ideal introduction for those coming to literary theory for the first time. It provides an accessible introduction to the major theoretical approaches in chapters covering: Bakhtinian Criticism, Structuralism, Feminist Theory, Marxist Literary Theories, Reader-Response Theories, Psychoanalytic Criticism, Deconstruction, Poststructuralism, New Historicism, Cultural Materialism, Postcolonial Theory, Gay Studies/ Queer Theories, Cultural Studies and Postmodernism.A table of contents arranged by theoretical method and a second arranged by key texts offer the reader alternative pathways through the volume and a general introduction, which traces the history and importance of literary theory, complete the introductory material.In each of the following chapters, the authors provide a clear presentation of the theory in question and notes towards a reading of a key text to help the student understand both the methodology and the practice of literary theory. The texts used for illustration include: In Memoriam A. H. H., Middlemarch, Mrs Dalloway, Paradise Lost, A Portrait of the Artist as a Young Man, Prospero's Books, The Swimming Pool Library and The Tempest. Every chapter ends with a set of questions for further consideration, an annotated bibliography and a supplementary bibliography while a glossary of critical terms completes the book. Derived and adapted from the successful foundation textbook, Literary Theories: A Reader and Guide, Introducing Literary Theories is a highly readable, self-contained and comprehensive guide that succeeds in making contemporary theory easily understandable.Each chapter provides: ~ An overview of the theory~ Notes towards readings of canonical literary texts~ Questions for further consideration~ An annotated bibliography~ A supplementary bibliographyFeatures* Complex ideas are clea",N/A,N/A
The Politics of English Nationhood,['Michael Kenny'],2014-03,['History'],"Provides an overview of the evidence, research, and major arguments relating to the revival of Englishness and its varied political ramifications and dimensions.",N/A,N/A
Englishmen Transplanted,['Larry Dale Gragg'],2003,['Business & Economics'],"Larry Gragg challenges the prevailing view of the seventeenth-century English planters of Barbados as architects of a social disaster. Most historians have described them as profligate and immoral, as grasping capitalists who exploited their servants and slaves in a quest for quick riches inthe cultivation of sugar. Yet, they were more than rapacious entrepreneurs. Like English emigrants to other regions in the empire, sugar planters transplanted many familiar governmental and legal institutions, eagerly started families, abided traditional views about the social order, and resistedcompromises in their diet, apparel, and housing, despite their tropical setting. Seldom becoming absentee planters, these Englishmen developed an extraordinary attraction to Barbados, where they saw themselves, as one group of planters explained in a petition, as 'being Englishmentransplanted'.",N/A,N/A
Home Is Not a Country,['David Blackie'],2022-07-28,[],Would you go back in time to save a man's life even if it meant losing what you had?,N/A,N/A
The True Born Englishman,['Daniel Defoe'],1778,['Great Britain'],N/A,N/A,N/A
French,[],2005,['Foreign Language Study'],"Universal French-English, English-French Dictionary is complete and concise. It is small enough for pocket or purse, comprehensive enough for classroom use or casual conversation. Up to 35,000 entries.",N/A,N/A
The Perils of Certain English Prisoners,['Charles Dickens'],2016-01-01,[],"Charles Dickens needs no formal introduction, having been the most popular English writer of the 19th century and still one of the most popular writers in history today. Dickens was obsessed with reading, making him a natural journalist by the age of 20, when he began a career in journalism. Along the way, he also began writing his own short stories and materials, often serializing them in monthly installments in publications, a popular method of publishing in the 19th century. Unlike most writers, Dickens would not write an entire story before it began its serialization, allowing him to work on the fly and leave plot lines up in the air with each opportunity. By the time he died at the relatively young age of 58 from a stroke, he was already Europe's most famous writer. His obituary noted that Dickens was a ""sympathiser with the poor, the suffering, and the oppressed."" Dickens was interred in Westminster Abbey, a rare honor bestowed only among the greatest and most accomplished Britons. Many of Dickens' novels were written with the concept of social reform in mind, and Dickens' work was often praised for its realism, comic genius and unique personalities. At the same time, however, Dickens' ability as a writer was nearly unrivaled, with his ability to write in prose unquestioned and unmatched.",N/A,N/A
High School English Grammar and Composition,"['P. C. Wren', 'H. Martin']",1995-03,['English'],"High School English Grammar & Composition is one of the most renowned reference guides to learn English Grammar in India. This is a part of the series of books by Wren and Martin, and it provides a comprehensive study of grammar. First published in 1935, this grammar book is now being used extensively in numerous schools across Pakistan, India, and Burma. This book has been divided into two sections, containing 84 chapters in total. The first part is about Grammar and the second part is about Composition. Some chapters include Synthesis of Sentences, Conjunctions, Direct and Indirect Speech, Comparison of Adverbs, and The Noun: Kinds of Nouns. The content of this book has been greatly influenced by The Manual of English Grammar and Composition authored by J. C. Nestfield. Through the course of this book, the authors have dealt with the very basics of grammar such as forming sentences, identifying subject and predicate, verbs, using adjectives as nouns, relative pronouns, and much more. The readers are also provided with insights into writing an essay, autobiographies, letters, and stories. High School English Grammar & Composition contains numerous exercises on grammar and composition that will help the readers test themselves from every angle.",1,N/A
Laxdaela Saga,"['Magnus Magnusson', 'Hermann Pálsson']",1969,['Fiction'],"Written around 1245 by an unknown author, the Laxdaela Sagais an extraordinary tale of conflicting kinships and passionate love, and one of the most compelling works of Icelandic literature. Covering 150 years in the lives of the inhabitants of the community of Laxriverdale, the saga focuses primarily upon the story of Gudrun Osvif's-daughter- a proud, beautiful, vain and desirable figure, who is forced into an unhappy marriage and destroys the only man she has truly loved - her husband's best friend. A moving tale of murder and sacrifice, romance and regret, the Laxdaela Sagais also a fascinating insight into an era of radical change - a time when the Age of Chivalry was at its fullest flower in continental Europe, and the Christian faith was making its impact felt upon the Viking world.",N/A,N/A
Contact,['Carl Sagan'],1985,['Fiction'],"In December, 1999, a multinational team journeys out to the stars, to the most awesome encounter in human history. Who -- or what -- is out there? In ""Cosmos,"" Carl Sagan explained the universe. In ""Contact,"" he predicts its future -- and our own.",N/A,N/A
Stillwatch,['Mary Higgins Clark'],1986,['Fiction'],"With the help of old flame Congressman Sam Kingsley, young television journalist Pat Traymore delves into Senator Abigail Jennings's life, only to turn up horrifying facts that threaten to destroy the senator's reputation and career. Worse still, sinister connections to Pat's own childhood and the nightmare secrets hidden within it are surfacing--secrets waiting to destroy her. Reprint. Copyright © Libri GmbH. All rights reserved.",N/A,N/A
Händler und Helden,['Werner Sombart'],1915,['English'],N/A,N/A,N/A
England Away,['John King'],1999,['Fiction'],"Having examined England's twin obsessions - violence and sex - in THE FOOTBALL FACTORY and HEADHUNTERS, John King completes his trilogy with ENGLAND AWAY- sex and violence abroad, under the Union Jack. The novel works on three levels - past, present and future - as pensioner Bill Farrell remembers his war experiences in a London pub, Tommy Johnson fights his way through Holland and Germany for an England football match in Berlin, and Harry considers the future fuelled by doses of Dutch skunk and German speed. John King's powerful new novel looks at notions of what it means to be English. Exploring stereotypes of language and nationalism, the primal pulls of lust and aggression, ENGLAND AWAY culminates in a unity of the tribes and a blitzkreig in the streets of Berlin.",N/A,N/A
The Icarus Agenda,['Robert Ludlum'],1989,['Fiction'],"When his part in the settlement of a hostage crisis is revealed, congressman Evan Kendrick becomes the pawn of those who wish to make him president and the target of terrorists seeking revenge",N/A,N/A
The Scarlet Letter,['Nathaniel Hawthorne'],1970,['Adultery in literature'],N/A,N/A,N/A
