title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Curious Pearl Dives Into Weather,['Eric Braun'],2018,['Juvenile Nonfiction'],"""It's summer, and Curious Pearl and her friend Sabina are at the beach. Sabina convinces Pearl to get in the water, but then it begins to rain! They run to Pearl's home to change into dry clothes and learn more about weather. Free bonus video content through the Capstone 4D augmented reality app enhances the science experience.""--",N/A,N/A,en
Exploring the Atmosphere,['Gordon Miller Bourne Dobson'],1963,['Meteorology'],N/A,N/A,N/A,en
A World of Weather,['Lee Michael Grenci'],2010,['Meteorology'],N/A,N/A,N/A,en
Solar System Forecast,"['Kelly Kizer Whitt', 'Laurie Allen Klein']",2012,['Juvenile Nonfiction'],"Describes the weather conditions space travelers might expect throughout the solar system, including on the Sun, on each of the planets, on Saturn's moon Titan, and on the dwarf planet Pluto.",5,N/A,en
Weather and Climate!,['Kathleen M. Reilly'],2020,['Climatic changes'],"What's it like outside? Is it a day for building a snowman, constructing a sandcastle, or planting a garden? Weather and Climate! With 25 Science Projects for Kids introduces kids ages 7 to 10 to the fascinating world of meteorology and all of the ways what's going on in the atmosphere above our heads can affect us here on the earth! Plus, discover how weather and climate change are linked but not the same, and figure out ways to be part of the solution to the problem of global warming.",N/A,N/A,en
Climate Change in the Polar Regions,"['John Turner', 'Gareth J. Marshall']",2011,['Climatic changes'],"Comprehensive, up-to-date account of polar climate change over the last one million years for researchers and advanced students in polar science.",N/A,N/A,en
"Handbook of Weather, Climate, and Water",['Thomas D. Potter'],2002-09-12,[],N/A,N/A,N/A,en
Professional Papers of the Signal Service,[],1884,['Meteorology'],N/A,N/A,N/A,en
Meteorologica,['Aristotle'],1952,['Astronomy'],N/A,N/A,N/A,en
Weather,['Mary Kay Carson'],2002-02,['Education'],Contains twenty reproducible web-based activities designed to help students in grades six through eight learn about the weather.,N/A,N/A,en
Weekly Weather and Crop Bulletin,[],1998,['Crops and climate'],N/A,N/A,N/A,en
